,PC1,PC2,PC3,PC4
Residual_FT3,0.5587271423240165,-0.10335170294782642,-0.17204854729403563,0.529840617064674
Residual_FT4,0.5824799005424665,-0.19219991610198725,-0.04752460551881444,0.20347081381006374
Residual_logTSH,-0.47034450620774243,0.3344732872554469,-0.20887237070638293,0.7554595591121898
Residual_Norm,0.25032088267500147,0.6598424892630241,-0.63302762132243,-0.31750194006574806
Residual_UncertaintyNorm,0.25427671358478665,0.6364849780033177,0.7237327356439351,0.07963617919323786
