,PC1,PC2,PC3,PC4
Residual_FT3,0.5059366999542351,-0.25383079610251164,0.2668417906278735,0.21644981434721391
Residual_FT4,0.5188421106208,-0.3327253247350509,0.1067090843716953,0.13550347800601018
Residual_logTSH,-0.4181484924767524,0.36632813428680633,0.3635409078287228,0.3421892015560411
Residual_Norm,0.3018849432622933,0.48644694514703307,0.6961713450368614,-0.16903629249483132
Residual_UncertaintyNorm,0.30785324525521884,0.4829455136077905,-0.4178802021611815,0.6771970475097217
Residual_DeltaNorm,0.3377493427717405,0.4698941196728198,-0.35492003805565603,-0.5749136685794558
