Scenario,Intervals,Events,AUC,PR_AUC,Brier,Recall,Specificity
All_Windows,514,41,0.841386067137627,0.333887622324112,0.06388086865989831,0.5853658536585366,0.8393234672304439
Exclude_1M_3M,446,24,0.8636453396524486,0.3894519933225912,0.04249431696594616,0.5416666666666666,0.8957345971563981
Exclude_12Mplus,249,35,0.7389853137516689,0.35064498577333314,0.11053760104473541,0.6571428571428571,0.677570093457944
Only_3Mplus,446,24,0.8636453396524486,0.3894519933225912,0.04249431696594616,0.5416666666666666,0.8957345971563981
