g3_n_Logit,g3_n_Prob,g4_nh_Logit,g4_nh_Prob,committee_g34_MeanLogit,committee_g34_StdLogit,committee_g34_MeanProb,committee_g34_MaxProb,committee_g34_MinProb,committee_g34_SpreadProb,g3_n_x_g4_nh,g3_n_minus_g4_nh,Window_12M->18M,Window_12M->18M_x_g3_n_Logit,Window_12M->18M_x_g4_nh_Logit,Window_18M->24M,Window_18M->24M_x_g3_n_Logit,Window_18M->24M_x_g4_nh_Logit,Window_1M->3M,Window_1M->3M_x_g3_n_Logit,Window_1M->3M_x_g4_nh_Logit,Window_3M->6M,Window_3M->6M_x_g3_n_Logit,Window_3M->6M_x_g4_nh_Logit,Window_6M->12M,Window_6M->12M_x_g3_n_Logit,Window_6M->12M_x_g4_nh_Logit
-2.027960001793439,0.11629841494235815,-1.7838071831772497,0.14383366043301496,-1.9058835924853443,0.17264211368931653,0.13006603768768654,0.14383366043301496,0.11629841494235815,0.027535245490656807,3.6174896183952847,-0.2441528186161892,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-2.027960001793439,-1.7838071831772497,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-3.789302547692213,0.022111397779258475,-0.978872052946533,0.27311565033232954,-2.384087300319373,1.9872744608881343,0.147613524055794,0.27311565033232954,0.022111397779258475,0.25100425255307107,3.7092423640950045,-2.81043049474568,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-3.789302547692213,-0.978872052946533,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.3062852650969461,0.4240217215189987,-1.7521800084210462,0.1477724461735847,-1.0292326367589961,1.0224019778864537,0.2858970838462917,0.4240217215189987,0.1477724461735847,0.276249275345414,0.5366669183768094,1.4458947433241,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.3062852650969461,-1.7521800084210462,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.5494892550077213,0.17516004785016234,-2.068262758644608,0.11221999756736036,-1.8088760068261647,0.3668282623215466,0.14369002270876136,0.17516004785016234,0.11221999756736036,0.06294005028280199,3.204750921052448,0.5187735036368866,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.5494892550077213,-2.068262758644608,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.7930183904668158,0.14270305853500118,-2.0340387553711285,0.11567513829854685,-1.9135285729189722,0.17042713442789573,0.129189098416774,0.14270305853500118,0.11567513829854685,0.027027920236454325,3.647068895302666,0.24102036490431278,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.7930183904668158,-2.0340387553711285,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.2182511275432437,0.2282443660695091,-1.777081132399339,0.14466392943485762,-1.4976661299712912,0.39515248596425623,0.18645414775218336,0.2282443660695091,0.14466392943485762,0.08358043663465148,2.1649310932813193,0.5588300048560952,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.2182511275432437,-1.777081132399339,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.076175462247139,0.25423045699110663,-1.9638313429686527,0.12305300619505748,-1.520003402607896,0.6276674926182996,0.18864173159308206,0.25423045699110663,0.12305300619505748,0.13117745079604914,2.1134271032947094,0.8876558807215138,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.076175462247139,-1.9638313429686527,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.5447497725043158,0.17584585814020762,-2.0039979612235403,0.1187838003730209,-1.774373866863928,0.324737508491003,0.14731482925661427,0.17584585814020762,0.1187838003730209,0.057062057767186716,3.0956753946991764,0.45924818871922457,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.5447497725043158,-2.0039979612235403,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.9205787919123849,0.28483997613731143,-1.551964214353335,0.17480275561835756,-1.23627150313286,0.44645691375032875,0.2298213658778345,0.28483997613731143,0.17480275561835756,0.11003722051895387,1.4287053415406468,0.6313854224409501,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.9205787919123849,-1.551964214353335,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.5788463463516067,0.17095892956851466,-1.6372991019687335,0.16283290934716757,-1.60807272416017,0.04133233987591043,0.1668959194578411,0.17095892956851466,0.16283290934716757,0.008126020221347091,2.5850437050281014,0.05845275561712682,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.5788463463516067,-1.6372991019687335,0.0,-0.0,-0.0,0.0,-0.0,-0.0
