g2_nh_Logit,g2_nh_Prob,g3_n_Logit,g3_n_Prob,committee_g23_MeanLogit,committee_g23_StdLogit,committee_g23_MeanProb,committee_g23_MaxProb,committee_g23_MinProb,committee_g23_SpreadProb,g2_nh_x_g3_n,g2_nh_minus_g3_n,Window_12M->18M,Window_12M->18M_x_g2_nh_Logit,Window_12M->18M_x_g3_n_Logit,Window_18M->24M,Window_18M->24M_x_g2_nh_Logit,Window_18M->24M_x_g3_n_Logit,Window_1M->3M,Window_1M->3M_x_g2_nh_Logit,Window_1M->3M_x_g3_n_Logit,Window_3M->6M,Window_3M->6M_x_g2_nh_Logit,Window_3M->6M_x_g3_n_Logit,Window_6M->12M,Window_6M->12M_x_g2_nh_Logit,Window_6M->12M_x_g3_n_Logit
-1.442763354039123,0.1911177920681485,-1.5661749239959897,0.17276237044077003,-1.5044691390175564,0.08726515799337849,0.18194008125445926,0.1911177920681485,0.17276237044077003,0.018355421627378465,2.2596197863564225,0.12341156995686675,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.442763354039123,-1.5661749239959897,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.746341791828939,0.14850919931297607,-1.3608099799398292,0.2041086908573703,-1.553575885884384,0.272612158549926,0.1763089450851732,0.2041086908573703,0.14850919931297607,0.055599491544394225,2.376439338706824,-0.3855318118891098,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.746341791828939,-1.3608099799398292,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.6318466115364787,0.1635775509671127,-1.7765904676936581,0.14472465304476778,-1.7042185396150684,0.1023493622238318,0.15415110200594023,0.1635775509671127,0.14472465304476778,0.01885289792234493,2.899123134793904,0.14474385615717944,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.6318466115364787,-1.7765904676936581,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.7577980766176164,0.14706632968754396,-1.4758087702033866,0.18606131461854375,-1.6168034234105015,0.1993965507875931,0.16656382215304386,0.18606131461854375,0.14706632968754396,0.03899498493099979,2.594173817718923,-0.2819893064142298,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.7577980766176164,-1.4758087702033866,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.0990213428524001,0.47526487211205104,-0.2550485377717033,0.43658127447388195,-0.1770349403120517,0.11032788757695453,0.4559230732929665,0.47526487211205104,0.43658127447388195,0.03868359763816909,0.025255248702695146,0.15602719491930317,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0990213428524001,-0.2550485377717033,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.4051498712321033,0.19700017622114285,-1.7363089658467987,0.14978237156087837,-1.5707294185394511,0.2341648414536486,0.1733912738910106,0.19700017622114285,0.14978237156087837,0.047217804660264484,2.439774319778776,0.3311590946146954,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.4051498712321033,-1.7363089658467987,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.7980668655908791,0.14208654703952914,-0.9118721279315083,0.2866168947821105,-1.3549694967611936,0.6266343084507746,0.21435172091081983,0.2866168947821105,0.14208654703952914,0.14453034774258136,1.6396070588894922,-0.8861947376593708,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.7980668655908791,-0.9118721279315083,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.3938391521495574,0.19879556531108272,-0.948684687558946,0.2791494188502184,-1.1712619198542518,0.3147717405874882,0.23897249208065055,0.2791494188502184,0.19879556531108272,0.08035385353913566,1.3223138605644291,-0.4451544645906115,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.3938391521495574,-0.948684687558946,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.7918910558647203,0.14284103096496056,-1.4178440077667007,0.19499979767313652,-1.6048675318157106,0.2644912041929203,0.16892041431904853,0.19499979767313652,0.14284103096496056,0.05215876670817596,2.54062199612854,-0.3740470480980196,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.7918910558647203,-1.4178440077667007,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.1248342270013831,0.24511568547504484,-1.842040959380568,0.13681009066753727,-1.4834375931909756,0.507141743977967,0.19096288807129105,0.24511568547504484,0.13681009066753727,0.10830559480750757,2.0719907186497273,0.7172067323791849,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.1248342270013831,-1.842040959380568,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.8581662118902527,0.13491693810030655,-1.434784634281555,0.1923542773098042,-1.6464754230859038,0.2993759845565687,0.16363560770505536,0.1923542773098042,0.13491693810030655,0.057437339209497645,2.6660683287612983,-0.42338157760869777,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.8581662118902527,-1.434784634281555,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.9418611682731558,0.28052454861550147,-1.520345694111422,0.1794106198330441,-1.2311034311922888,0.40905033103172256,0.22996758422427277,0.28052454861550147,0.1794106198330441,0.10111392878245737,1.4319545716348459,0.5784845258382662,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.9418611682731558,-1.520345694111422,0.0,-0.0,-0.0,0.0,-0.0,-0.0
