Aggregation,Threshold,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope
Product_AnyRisk,0.07,0.5668473351400181,0.3764899341961311,0.17439570343817087,1.0,0.016260162601626018,-0.7685613157098439,0.3850863182981898
Max_Interval_Risk,0.09000000000000001,0.74096657633243,0.4786905441492488,0.1759856039438199,0.8055555555555556,0.5365853658536586,2.5956640684160712,1.827650240591644
Mean_Interval_Risk,0.08000000000000002,0.8026196928635954,0.5841383475500932,0.18019802603534393,0.7222222222222222,0.7317073170731707,6.462540954281061,3.2853926677936527
