Scope,Variant,Candidate,Base_Type,Feature_Selection,Calibration,Best_Model,PR_AUC,AUC,Brier,Threshold,Note
normal,g2_pca_manifold,normal_g2_pca_manifold_nofs_raw,raw,False,none,Elastic LR,0.2895165358978168,0.8182849481771772,0.06493699574620028,0.07999999999999999,compressed low-dimensional manifold of continuous stage-1 forecasts; scope=normal
normal,g2_pca_manifold,normal_g2_pca_manifold_nofs_cal_global,calibrated,False,global,Calibrated,0.2895165358978168,0.8182849481771772,0.06494598853095697,0.09999999999999999,compressed low-dimensional manifold of continuous stage-1 forecasts; scope=normal
normal,g2_pca_manifold,normal_g2_pca_manifold_fs_raw,raw,True,none,Elastic LR,0.2895165358978168,0.8182849481771772,0.06493699574620028,0.07999999999999999,compressed low-dimensional manifold of continuous stage-1 forecasts; scope=normal
normal,g2_pca_manifold,normal_g2_pca_manifold_fs_cal_global,calibrated,True,global,Calibrated,0.2895165358978168,0.8182849481771772,0.06494598853095697,0.09999999999999999,compressed low-dimensional manifold of continuous stage-1 forecasts; scope=normal
normal,g2_pca_manifold,normal_g2_pca_manifold_nofs_cal_phase,calibrated,False,phase,Calibrated,0.2871554741198419,0.8120971484556283,0.06494289555161756,0.10999999999999999,compressed low-dimensional manifold of continuous stage-1 forecasts; scope=normal
normal,g2_pca_manifold,normal_g2_pca_manifold_fs_cal_phase,calibrated,True,phase,Calibrated,0.2871554741198419,0.8120971484556283,0.06494289555161756,0.10999999999999999,compressed low-dimensional manifold of continuous stage-1 forecasts; scope=normal
normal,g2_pca_manifold,normal_g2_pca_manifold_nofs_cal_interval,calibrated,False,interval,Calibrated,0.2798812293809061,0.8086422936110967,0.06495653704343142,0.10999999999999999,compressed low-dimensional manifold of continuous stage-1 forecasts; scope=normal
normal,g2_pca_manifold,normal_g2_pca_manifold_fs_cal_interval,calibrated,True,interval,Calibrated,0.2798812293809061,0.8086422936110967,0.06495653704343142,0.10999999999999999,compressed low-dimensional manifold of continuous stage-1 forecasts; scope=normal
