Candidate,PR_AUC,AUC,Brier,Calibration
champion_cal_phase,0.27843265428085884,0.8363842623627082,0.06679174887059104,phase
champion_raw,0.27460954123844866,0.8362295673696695,0.06888918970400087,none
champion_cal_global,0.27460954123844866,0.8362295673696695,0.0682144381135558,global
champion_cal_interval,0.2675684608520954,0.8384984272675707,0.0658361939333226,interval
