G2_PCA_PC1,G2_PCA_PC2,G2_PCA_PC3,G2_PCA_PC4,G2_PCA_PC5,G2_PCA_PC6,G2_PCA_ReconRMSE
4.602979436895175,0.8056952455598879,-0.00966448526954031,4.505717683805347,0.890273625851197,-1.4477787355942164,0.4697620068556176
3.9545242208695135,-3.398435845660872,0.5011173756782099,1.9695511285057086,-0.7251900315402818,0.8908507913573747,0.7937957779815723
2.6227700834573136,-5.006528411328744,3.530959321484795,1.2051167499498603,-2.8114623986592115,0.21975270923028487,0.7738818573440754
4.432786975029445,-4.241293463921533,1.3537349924341544,1.7585258090610751,-1.2596163431348355,1.9907710278261121,0.9072264863811236
4.933679622253996,-4.884777478608002,1.157115959218866,-0.10941074509304682,-2.7158982194800196,1.132695489323609,0.5096538115637337
3.600752747752073,-1.4507303612509226,-1.952255299907454,3.413213509060354,1.0932146913196088,-0.7993612666967127,0.3802125541964995
5.387568305740676,-5.097973098858992,1.4107884009112477,1.084709506634452,-2.0902206089310913,2.9936922250514306,0.583696809142588
5.110622023683109,-1.2364710874744393,-3.863612484073095,3.5725279806528487,1.8430287690687295,0.23626366391016043,0.466481011661274
2.683785010464098,0.7291628768065747,0.7284322221299302,5.241853109660493,1.2285669795935912,-2.0613793303651824,0.6864131715027304
2.2118273244812614,-3.6705046460033843,1.9139827495601998,2.216030182617112,-1.086798276891767,-0.638490789947937,1.126050008489985
6.324145479836348,-2.654797511782316,1.114199875672565,1.5282500366377807,-1.7788865687245599,1.3421043046673204,0.7471226142679368
13.127343192934003,2.7844907925809155,-0.6255700842030295,3.397387642540335,-0.6111994270465839,0.5144268734042307,2.054023560213764
6.636612927370004,0.30431178790853364,-4.384415320328369,3.1846197912005345,1.7740935268405003,-0.7052934748180655,0.9443652654140289
3.455720552023338,-3.1274042554097274,0.8394670532159842,1.3204792839433221,-1.4354651554636442,-0.2763757579465071,0.8781144937512652
3.1280398203577646,-3.94250500129721,2.3352993663777766,2.227432137513904,-1.4962895390661806,0.32839921696322155,0.9840546862078486
7.079556282737483,-0.21176813963244903,0.3783916795967267,3.0524408185672085,-0.3944362478032019,-0.4176512562499263,1.505134918925365
5.749115557506236,-3.6030777888060856,-1.9774157306970888,0.08142026350465524,-0.9449310476696353,1.39366844208708,1.563099266777392
4.299757982609261,-4.132846151752871,3.262808115182634,1.9411179400618224,-2.041268133416741,1.5764031067606088,0.8696272198871909
4.44812534546473,-6.345502133597533,1.9814000742848443,-0.191597698107859,-3.4845839090045847,0.6058878294959915,0.7748139418327529
6.688339515871553,-4.25891464918498,2.4436364854969588,2.37724313101033,-1.8678029786610102,2.914363657613881,0.747311197302424
2.5190873681333574,-0.6282711578017125,0.9066129862013862,2.300264121244884,-0.7187156014251173,-1.1741471859743857,1.96479862488428
4.961763584778926,-3.4399287972163766,2.042290468435213,1.8431194935566833,-1.5897916490423605,1.2936985218202601,0.45281709698206035
4.3165959961341,-2.6344390030607205,-0.054417014411415034,1.3072495736027605,-0.8901051020450097,0.15603840626967697,0.3695570440748306
8.621568453970236,-0.9595648583894871,-1.419243281619563,2.756717152457828,0.12874778292641267,3.094997983042095,1.3262866508651276
5.67990111922051,-3.197714689124913,0.752848806109147,2.036542170049823,-1.084706420276496,1.452765558292483,0.5421851582163986
3.78610993409425,-3.0646256017182325,-3.0321080112420153,1.969412360764531,0.5735778536309967,0.4715127619791819,1.1816850858989758
5.998474437183008,-4.350768484239624,0.21997310501970907,0.32457804600313755,-2.0223212162183795,2.904951404070085,0.8814518236195207
4.604948294619713,-5.87619767377012,1.3003391591674316,-0.76416641998834,-3.0105478645761936,1.5220782005733622,2.668010719204175
5.4868264453754225,-4.6664322978759065,-1.1050014431284252,0.3004190884979124,-1.642601416805177,0.32915085785430104,1.2224115027573355
3.6019311694320084,-3.0316544971212123,0.4806318268374144,1.7009159585219213,-0.799784464793105,0.46520192507853214,0.49266428992403327
7.635689993356688,2.5426481966097962,-2.971449936074841,5.64734802662144,2.4784950655520914,-1.8928006791567515,0.9521876829474449
3.9302946023625798,-5.0931726683825325,1.5880111377123025,-0.3913296893536641,-3.0299391416169064,0.9121719294024383,0.5516979240470982
2.8502005180060492,-5.881151627211718,2.754815460101578,0.35572111568367615,-3.1984827785099585,0.4176128583145332,0.5635173781323456
5.470442260423708,-1.9319707696446704,-0.610140720052372,2.333053082523235,-0.141171487286342,-0.3406396039075634,0.5444768327524376
3.872522075881454,-1.1333425447492347,0.6467881390454981,3.677304723018652,0.2720336281283497,-1.193230894893854,0.7980964123852948
9.255416316462261,-3.379602690296183,-5.613220160184123,0.5526458247162641,0.27419925109748855,3.639687273170206,1.0276797628042715
2.6240380616453174,-4.178649317836225,2.0306456349745887,1.5921278011195885,-1.4917395658276915,0.25700166172229,0.7447749689945692
11.589436921854528,0.6742650712140318,-0.3047284197341478,2.778253892076211,-1.1813634818801726,0.23053842213872192,1.7796443776973436
4.588163593130206,-2.3347179891713155,1.0096764423861226,2.4689342796931903,-0.703684198668294,0.053063841956846,0.550245999519784
3.047115896499462,-1.7334871687918576,0.07420847043571686,2.7603150965500567,0.1564504912864628,-0.7345812832611633,0.7219478036903528
4.922704995439934,3.398641506432464,-2.5179949247187694,7.196539302203083,3.243035519445393,-4.129257287322042,1.5685497750183324
4.4449855349601295,-0.5993200306540538,1.403958882321179,3.411745981427274,-0.29094393358732135,-0.07952500813108002,1.0914338762708164
8.593583989433249,-1.7001191467417975,-2.784204892959609,2.5955430889762012,0.09845163345275769,0.8439433644648126,0.7774447311034726
8.72482272193905,3.2628862456518846,-0.9253636265934404,4.020157789572079,0.42431833283040404,2.6056098291124297,1.5015316096032458
5.931851392081689,-4.352570254878663,-1.8311763996829755,0.06672522768279371,-1.478415454824741,1.022009911369359,1.1177790006076471
2.911191092895811,-5.662823324385897,2.6897398927906453,0.2777272940703714,-3.200356448985318,-0.0017918667012284185,0.5527298991604248
5.369706401974646,-1.5087180041419022,-0.8465874658669188,2.613259608505243,0.2595567907802661,-0.6067344519396589,0.560981248457768
8.088157949515997,0.9010839814694004,-0.7520084788172934,4.870815950251604,1.0631579830914424,-1.1451530856084509,0.4672972405627208
3.3217759899696038,-1.9940248893607702,-1.6832150122012552,3.337912909605895,1.0540309192504012,-0.22533536756038994,0.7561079037104442
5.88883058610322,-1.5388869950101227,-3.4723667188464624,2.7417300693017075,1.3229993172880534,0.6960718228953433,0.45543024940566923
3.304137109347443,-5.388777263266718,1.956929354625555,0.5578244213779923,-2.689274419564335,0.46334518291395993,0.9521247887153282
5.891753698958474,-0.15235035112951728,-0.741785031988901,3.54154574633702,0.5475515012402982,-1.8517032579457269,0.42057605556488314
7.376253041523137,0.8369994660251627,-2.4599256211785985,5.542052616891722,2.0868755080184864,-1.4203759893079724,0.7026801160729027
4.229815120784516,-3.686543464302841,-0.4089078173552916,1.099363422941157,-1.056648714998264,-0.10139277592720096,0.8991100669115046
6.0136100849404155,-1.4483225429933144,-2.4369164393907234,2.2524629117648267,0.631807396680575,0.40252114758148244,0.5053035611278529
4.9903419969178335,1.9044181581982749,-2.6235984347081085,5.0884410315681805,2.228053376510579,-2.299556655080237,0.9800429901216755
4.491394955134771,0.14747419957884408,-0.39529103431039675,4.856250047599439,1.344809589758575,-2.4351778527666177,0.38805029996789453
