G3_Archetype_Prob_0,G3_Archetype_SoftDist_0,G3_Archetype_Dist_0,G3_Archetype_Prob_1,G3_Archetype_SoftDist_1,G3_Archetype_Dist_1,G3_Archetype_Prob_2,G3_Archetype_SoftDist_2,G3_Archetype_Dist_2,G3_Archetype_Prob_3,G3_Archetype_SoftDist_3,G3_Archetype_Dist_3,G3_Archetype_Prob_4,G3_Archetype_SoftDist_4,G3_Archetype_Dist_4,G3_Archetype_Entropy,G3_Archetype_MaxProb,G3_Archetype_MinDist
0.06601740008062718,0.18102232918800207,2.6485224816132455,1.9192271661575424e-10,0.31073270403334846,2.108209800890375,1.5401468454531853e-12,0.10399106628200414,3.2028378766326377,0.0,5.21579765074593e-08,17.708376306000186,0.9339825997259104,0.40425384833866873,1.845099852837956,0.24321318021131755,0.9339825997259104,1.845099852837956
0.0038840898294253572,0.08711179495828245,3.430731593477104,0.9650005980279905,0.36518975279810095,1.9975067975706104,1.0019314111438215e-06,0.2226981050293248,2.4921068215932958,0.0,1.7935597504069085e-08,18.826647019307266,0.031114310211173057,0.3250003292786943,2.1140976912524474,0.16392293123643412,0.9650005980279905,1.9975067975706104
0.0004467762403735127,0.08686910516257045,3.0117546997041713,1.865428097532841e-32,0.295496913770683,1.787498754343961,1.1139126075101503e-06,0.23905281825705568,1.9994726226363895,0.0,2.103955679601538e-08,18.24526338218793,0.9995521098470188,0.378581141770134,1.5397267199413098,0.003909246323145746,0.9995521098470188,1.5397267199413098
0.02409134042936975,0.27076706989164734,2.9930976516433123,0.97590865957059,0.3558503453825356,2.7198463178988463,2.9433129331793592e-30,0.15044176500228482,3.5807805164277102,0.0,1.4654464895201184e-07,17.422536987165177,3.993870099719805e-14,0.22294067317888328,3.1874508857195307,0.11356077847376175,0.97590865957059,2.7198463178988463
0.9868136855289801,0.5886502109895135,3.5779447220853204,0.013186314469949367,0.2121035406500774,4.598702305302227,7.608670100140125e-54,0.05500328246941347,5.948383995325264,0.0,4.559653191592728e-06,15.346285572862351,1.0697383106861321e-12,0.14423840623780412,4.984309330582323,0.0701769516721717,0.9868136855289801,3.5779447220853204
0.01149099310478132,0.25660840066959073,2.1522879519156755,0.9873307570652331,0.3535139683580247,1.8319161429405115,1.9897087986751468e-09,0.11352819441390756,2.967787926940148,0.0,5.819959567741259e-08,17.45147129232083,0.0011782478402769586,0.27634937835888124,2.0781732131398845,0.07185543475087347,0.9873307570652331,1.8319161429405115
0.0118332952502905,0.2209878579486015,2.9895623290734292,0.9881666912222161,0.36149004125544193,2.4974355948478006,1.1064524807464092e-14,0.19066681125134577,3.13714262665015,0.0,9.448133311751047e-08,17.65477836379766,1.3527482462755623e-08,0.22685519506327775,2.963358180951005,0.06426561934916855,0.9881666912222161,2.4974355948478006
0.013806627505154073,0.529683747843729,1.00658590784226,0.986192399963578,0.249280526333174,1.7602871600154648,9.221905254316254e-12,0.05885408811001658,3.2038047362052864,0.0,9.007607997346111e-08,16.593721945797483,9.725220459502312e-07,0.1621815476370006,2.190149661926501,0.07285362271354298,0.986192399963578,1.00658590784226
0.012054572561949665,0.33414596940922264,1.9046577314346538,0.9879361659652887,0.3700531679458906,1.8025889706332112,2.0576672600101743e-13,0.08844770314799616,3.2338242106315263,0.0,9.561897354036685e-08,16.971374952702707,9.261472555830638e-06,0.20735306387791708,2.3818127001574556,0.06535896206218564,0.9879361659652887,1.8025889706332112
0.046263030070884226,0.06638745343676704,3.4853858694170414,0.0002206270453294756,0.33656653347488175,1.8620981021743879,1.5414558947180756e-06,0.2576821870568062,2.1291669613013555,0.0,1.408925736633511e-08,18.85099189365718,0.953514801427892,0.33936381194228765,1.853821230287538,0.1894510736570923,0.953514801427892,1.853821230287538
