G4_ResidualPCA_PC1,G4_ResidualPCA_PC2,G4_ResidualPCA_PC3,G4_ResidualPCA_PC4,G4_ResidualPCA_ReconRMSE
1.8042193595026232,-0.16849217071179584,-0.8344804305592375,-1.357498311611457,0.04852332749064038
-1.8773934971868456,2.7206581574505684,0.7485583236534239,-0.29036292817780146,0.18973190534435452
-1.6359079851081104,2.2216873939424864,0.7308525252476601,-1.382889707566226,0.15705787469571883
-2.206302632844089,4.01991506475662,1.1236847770965919,0.06932761392389582,0.23637185035151587
-0.17000175289436348,0.9156412104582177,-0.8117619680209709,-0.08011760519968307,0.11837542341331243
1.872521615486991,-0.5114448921139901,0.20177442238637164,-0.09513639376052925,0.05780647783395812
-2.2426192928734334,4.220762756209913,1.0235936925214608,0.5106021352123985,0.0909197254762116
0.6118391378290127,0.387069321560287,-1.6389152789767436,0.645220994395187,0.16765709734112483
-0.4462005308906404,0.35263273858307853,0.01594311168677073,-0.6845604801529546,0.37232063594448117
-1.8604222285791139,1.5976850911866531,0.7471064809862394,-0.5545410422074517,0.05658771932489987
4.226586466696881,0.19832826852092467,1.2429747296820166,0.2887727353824192,0.1384675936854422
3.2275619178781234,2.606559353734597,-2.2552074149850037,-0.06046614803721022,0.23112787627359757
2.4206456234834,0.198086442761605,-0.9068782565831219,0.36668930535090616,0.16012675899517434
1.3728051179554013,-0.6096514065204555,0.2907806102870155,-0.3789533882093839,0.07412654473963941
-1.3665394610872372,0.9796274132583949,0.26745509710852244,-0.11412691958469211,0.20189390510592115
0.3578246981631,1.02998357287127,-1.6440941754679752,-0.3805634611795565,0.065856773689438
2.4490614284828918,0.028158950456748412,-0.6985825160100615,0.9616964097394476,0.19162054277153526
-0.1385992638968707,0.41024841300412734,-0.45449420733017554,-0.1281044769947207,0.09732457711280917
-0.018751121755782904,1.178816206258902,-0.942593708563444,-0.5675907246511946,0.11833401145307648
-2.0636701078810447,3.9439817292221284,0.9174146366430279,0.9558069945445088,0.26587142599516916
3.490152872449433,-0.8121187462454117,1.2267059912631753,-1.1767273021664613,0.22973027763219403
-0.7449474330746196,1.4610997032343507,-0.26303386955351027,0.012302325948092706,0.07373399448024508
2.2320430352386187,-0.6297947210013375,0.04230942234797319,0.09810651453274943,0.14610414772109692
-1.0017671140801836,4.705853845134524,-0.3928171419908115,1.5657476049895855,0.06989041389762565
-1.3445157027564432,2.2684866802344783,0.1590510827601246,0.7570603482286328,0.15860994132941303
-0.7772715083502512,2.062187796891464,-0.5011639337586368,0.04868702932220993,0.2414977557372254
0.9629317866326834,0.6567942926448316,-0.593757082871364,1.2440720117485293,0.09684825251349118
-1.2942346185079867,3.079299137807021,0.17382334650698203,-0.17420306618311146,0.08732279236314991
0.4397319847497721,1.4438176403014302,-1.0690261219827075,0.46583785447793735,0.1197674964121411
0.4090037088941694,-0.5555057933801415,-0.7349661668940343,0.08310560426051539,0.022367861632268587
6.801086942123195,0.6943173221197374,1.9593424330366664,-0.707424858498645,0.12122179024681388
0.29945318978927415,0.48136293763875615,-1.0102175804443694,-0.7372182284361593,0.246586624201028
-1.5564758884963568,2.886953407062215,0.5922217310939383,-1.7188685377371318,0.24392284083409368
3.637984876714615,-0.29914221415511266,1.2583877207934622,0.3364644488237712,0.09145570383374892
0.7172441253845893,-0.2887413763562975,-0.08004367832798198,-0.2517985446129622,0.17796363244043223
2.4168008635422153,1.4422310217547645,-1.981442450143775,2.8480304527232794,0.20136309329261837
-1.6224116102544381,2.0452015085410076,0.7092547018121241,-0.7121599680172177,0.2125201773899225
8.310219649803347,1.7123789441954222,2.30059073714588,0.07584889122184302,0.07454104084531583
-0.34163298081771576,0.35875700282773537,-0.8439685198053891,0.2038428717680275,0.09705160423259672
0.45966943215751316,-0.7856029417869134,-0.7606043088850859,-0.3705942858189395,0.06045311451139429
4.6738744436039985,0.08316322973389337,1.7645760401723418,-1.6881761761156715,0.15606750632912678
-0.581005768284964,1.0305666538045481,-0.36144633508988644,0.223867411729552,0.3234520115381768
7.00479497930131,1.1341329657221686,2.79066331878511,1.3478267758100086,0.07449092439533847
0.17508346487116414,3.397923256147953,-0.5864303700193222,1.297069991666131,0.613802542249467
0.674604258853699,1.0300143308471175,-1.5660761251588136,0.846597381800784,0.07738605628890761
-1.3528229049123037,1.5355639518004147,0.12797889837550847,-0.9478107044526002,0.08285529391385274
2.3140581400580826,-0.1035477780041518,0.29936445805365114,0.47166863564044265,0.019769188901509412
3.0723290133592283,0.9479536191599742,0.027794726785253448,-0.1961208744022425,0.25121195413325054
1.2875980006849883,-0.8256197474169283,-0.32037092270342493,-0.1455415776147773,0.10775414052507293
2.353587097138153,-0.23207928873211703,-0.7405321323304892,0.6533666328710497,0.2507797485324769
-1.4877448543826364,2.0136548872287565,0.2100627748888129,-0.4055148918184272,0.12623526931302062
6.078535823137484,-0.5368026682188144,2.288929241531316,-0.6945583870652211,0.17850350295659506
4.725889133055815,0.7175925948190096,1.6409501884528448,0.021750726339436633,0.14396382147476736
-0.010524905007082572,0.5376378552173469,-0.6135609161818185,0.24511385010378475,0.09578441939223856
2.966731772145841,-0.21502230905201394,-0.2187766867837573,0.5938527705511998,0.2022011885743453
1.521247021602314,0.1727127200916021,-0.37597673411809285,-0.6137388644564143,0.12865688271474687
2.0471442300655833,-0.5558745400642591,-0.05040728405821483,-1.0108493341988591,0.04667940994722022
0.3430169533100591,1.2362659105716736,-0.8604397464900257,1.000118052069926,0.20087648207445113
-0.9096446191758667,0.006533512211803977,0.007027255857018653,-0.7681633143765615,0.04658184719337475
-0.260312235540806,0.43583907263434374,-0.6121346351948936,-0.3188538953251687,0.20871029051395135
-2.3711065412312387,4.83733331060067,0.8030976140584137,0.9369452981438445,0.17194913920432148
-0.8484420985416703,2.248443233282227,-0.07144778003042943,-0.8623321472355074,0.07727394786535187
-1.773994989629196,4.802243636664158,1.0357673447905318,-2.5091237625123974,0.12467774972127664
0.8814535650220905,-0.3093130975149143,-0.981860007461035,0.33831792307837744,0.12261535070699055
-1.6336953038725321,3.084220748071696,0.5569736136050768,-2.581735974177407,0.37888368769936714
2.3698485638419857,-0.0200693633512404,0.09893645644675791,-0.19173921958468726,0.07557570942347257
-0.07201820355839099,0.14130920811935815,0.2091000322937435,-0.3762972040366221,0.28944483058935505
-0.8683433881474477,1.4584265824659657,0.02988353756392944,-0.7811940587037144,0.0509365105274379
2.164288604397328,-0.14464903934661666,0.3016536708127874,0.373394996206374,0.005353548778987846
-2.2981255444326627,5.398860391216921,1.270584367328534,0.5473325704709792,0.20991754814291672
11.638496369897078,2.991972682125389,3.720321833805814,0.9187432555773526,0.30088063092383827
0.2539945639119115,0.7684505850410541,-0.5141695269235342,1.0254062647585898,0.16919624932516794
-1.173250802676184,3.2687095739500482,0.05994380218000805,-2.3050399362384244,0.09237275757434532
5.588613734235633,0.9299074219711766,0.34357323430872855,1.7925930180551881,0.2960016710734481
-1.1270000044764625,0.7707866124613549,0.3059453235596117,-1.0700920869782173,0.04068919731010701
1.995993940389544,-0.5149892621754119,-0.6227339659110623,-1.5771290616957139,0.03378999686334578
7.710545425921271,0.9144713774823034,2.5588228760938976,1.1558198919951361,0.1519042880291045
-1.1056200761438368,1.18207080789593,0.1631900912941297,-0.6114502045827461,0.031099499549504656
8.566316630982632,0.3040758341038776,2.9102486818639015,-0.5114928016331795,0.2033583251455977
2.884312816033357,0.9078608928409174,0.05020404821072198,1.316031172626215,0.19776268006506434
1.7021147901561435,-0.07764146354159071,-0.35022094137334014,0.2207457434116473,0.06187892794490113
-1.6456418901564474,3.7096528929676857,0.5730338551883101,-0.6055755978752136,0.2814676104953535
0.5455084644636687,-0.11034809195979065,-1.2103070900562458,0.22272924070942604,0.040779935386244276
3.1998109958883694,-0.9333390343680614,1.1571987453797121,-1.1764873080372342,0.10180460031452253
-1.1038025276295906,2.241923298110298,0.11043018024941581,0.037919227230471995,0.2017625334379638
-1.5582368159664906,1.5437573840550025,0.7105118930639768,-0.8533750647027337,0.049746206962123216
7.628477050879189,1.6651273224087073,2.220209804968158,0.7990214149393021,0.03844115382567703
