main_model,gate_feature,quantile,direction,cutoff,gate_rate,specialist,train_acc,train_bacc,train_f1,train_auc,threshold
Elastic+LGBM Blend,TPOAb,0.65,high,775.3930062477515,0.34968553459119495,RF,0.8075471698113208,0.7535188440039187,0.6695464362850972,0.8462297585431915,0.5649999999999998
Elastic+LGBM Blend,FT4_last_over_0M,0.75,high,0.7524781429663592,0.25031446540880503,ET,0.8062893081761007,0.7755323287039705,0.6980392156862745,0.8506454215409439,0.4049999999999998
Elastic+LGBM Blend,ThyroidW_x_FT3_last,0.85,high,386.1377,0.1509433962264151,Elastic,0.8062893081761007,0.7745346625943641,0.6968503937007874,0.8490642828329397,0.4149999999999998
Elastic+LGBM Blend,TGAb,0.75,high,361.85477899744285,0.25031446540880503,LGBM,0.8062893081761007,0.7745346625943641,0.6968503937007874,0.8434348527632111,0.4149999999999998
Elastic+LGBM Blend,FT4_last_over_0M,0.75,high,0.7524781429663592,0.25031446540880503,RF,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8517763499106783,0.4149999999999998
Elastic+LGBM Blend,ThyroidW_x_FT4_last,0.9,high,1172.907,0.10062893081761007,Elastic,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8477964905203711,0.4149999999999998
Elastic+LGBM Blend,TSH_mean,0.9,high,19.757133333333343,0.10062893081761007,ET,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8471301792197313,0.4149999999999998
Elastic+LGBM Blend,TSH_last_minus_prev,0.9,high,55.429400000000015,0.10062893081761007,ET,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8471085691234945,0.4149999999999998
Elastic+LGBM Blend,ThyroidW_x_FT3_last,0.9,high,542.7108000000004,0.10062893081761007,Elastic,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8470689506137268,0.4149999999999998
Elastic+LGBM Blend,TSH_last_over_0M_plus1,0.9,high,56.47701132229973,0.10062893081761007,ET,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8461721316198928,0.4149999999999998
Elastic+LGBM Blend,D_TSH_3M-0M,0.9,high,55.885000000000005,0.10062893081761007,ET,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8461361147928312,0.4149999999999998
Elastic+LGBM Blend,TSH_3M,0.9,high,55.889,0.10062893081761007,ET,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8461361147928312,0.4149999999999998
Elastic+LGBM Blend,TSH_last_minus_prev,0.85,high,36.503499999999995,0.1509433962264151,Elastic,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8428369734339884,0.4149999999999998
Elastic+LGBM Blend,D_TSH_3M-0M,0.85,high,38.472899999999974,0.1509433962264151,Elastic,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8415115541981214,0.4149999999999998
Elastic+LGBM Blend,TSH_3M,0.85,high,38.47689999999997,0.1509433962264151,Elastic,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8415115541981214,0.4149999999999998
Elastic+LGBM Blend,TSH_last_over_0M_plus1,0.85,high,38.16434262948205,0.1509433962264151,Elastic,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8405931251080505,0.4149999999999998
Elastic+LGBM Blend,D_TSH_3M-0M,0.9,high,55.885000000000005,0.10062893081761007,Elastic,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8382484296663401,0.4149999999999998
Elastic+LGBM Blend,TSH_3M,0.9,high,55.889,0.10062893081761007,Elastic,0.8062893081761007,0.7735369964847576,0.6956521739130435,0.8382484296663401,0.4149999999999998
