Aggregation,Threshold,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope
Product_AnyRisk,0.08000000000000002,0.756323396567299,0.47244177937323,0.15899299404627332,1.0,0.08943089430894309,-0.5649409672661259,0.8457966164653704
Max_Interval_Risk,0.11000000000000001,0.7574525745257452,0.48379884215657953,0.15238031402814206,0.9444444444444444,0.3983739837398374,-0.06953557031692204,0.8851677126219689
Mean_Interval_Risk,0.08000000000000002,0.8290424570912376,0.6245452721309097,0.14850084818083648,0.8611111111111112,0.6016260162601627,1.5941996984453182,1.3831791227993246
