Scenario,Intervals,Events,AUC,PR_AUC,Brier,Recall,Specificity
All_Windows,514,41,0.8402516371886763,0.3344828258282548,0.06646745995828177,0.7073170731707317,0.7801268498942917
Exclude_1M_3M,446,24,0.8552527646129542,0.3902791980193574,0.04411949221125256,0.5833333333333334,0.8530805687203792
Exclude_12Mplus,249,35,0.7425901201602136,0.36209129484489194,0.11398688375484697,0.8,0.5607476635514018
Only_3Mplus,446,24,0.8552527646129542,0.3902791980193574,0.04411949221125256,0.5833333333333334,0.8530805687203792
