Mode,Model,CV_PR_AUC,AUC,PR_AUC,C_Index,Brier,Recall,Specificity,F1,Calibration_Intercept,Calibration_Slope,Threshold,Best_Params
direct_branch,Logistic Reg.,,0.8415407621306656,0.33050692574763696,0.7240340304856434,0.06445334818835405,0.5609756097560976,0.8414376321353065,0.33093525179856115,-0.12023435104410583,1.0277517463793857,0.14999999999999997,
physio_branch,Logistic Reg.,,0.8343732274532047,0.26876811596402955,0.7454803261254874,0.06895931131485214,0.8048780487804879,0.758985200845666,0.35106382978723405,6.413608673243834,3.9333081021118783,0.09999999999999999,
fusion_basic,Logistic Reg.,0.247742610951826,0.8402516371886763,0.3344828258282548,0.7353775257001064,0.06646745995828177,0.7073170731707317,0.7801268498942917,0.3333333333333333,-0.4639902039905611,0.9572099250710584,0.11999999999999998,"{'lr__solver': 'saga', 'lr__penalty': 'l2', 'lr__C': 0.001}"
fusion_basic,Elastic LR,0.2475730418916899,0.8406641571701129,0.33366459568858287,0.7344913151364765,0.07050076402140826,0.7804878048780488,0.7357293868921776,0.32323232323232326,-0.8084909186083945,0.8020256970967535,0.09,"{'lr__l1_ratio': 0.9, 'lr__C': 0.01}"
fusion_window,Logistic Reg.,0.2431151466087689,0.8216882380240292,0.3044598390614746,0.7429989365473236,0.0641370835122916,0.6585365853658537,0.8097251585623678,0.34177215189873417,0.6297674777512748,1.4089169123647134,0.13999999999999999,"{'lr__solver': 'saga', 'lr__penalty': 'l2', 'lr__C': 10}"
fusion_window,Elastic LR,0.2475730418916899,0.8411798071469087,0.33389677128581446,0.7348457993619284,0.07024409549658939,0.8048780487804879,0.7293868921775899,0.32673267326732675,-0.7925556137375523,0.8092662567194391,0.09,"{'lr__l1_ratio': 0.9, 'lr__C': 0.01}"
fusion_window_interaction,Logistic Reg.,0.24286696329735905,0.8321559325529831,0.30260409209341155,0.7502658631690889,0.0641114031365319,0.7317073170731707,0.7949260042283298,0.35714285714285715,0.5220022366533179,1.3547019781321603,0.12999999999999998,"{'lr__solver': 'saga', 'lr__penalty': 'l1', 'lr__C': 0.1}"
fusion_window_interaction,Elastic LR,0.24738478809556672,0.8411282421492291,0.333884240899628,0.7348457993619284,0.06892877072977832,0.8048780487804879,0.7293868921775899,0.32673267326732675,-0.6871346542604377,0.8539480393656997,0.09,"{'lr__l1_ratio': 0.9, 'lr__C': 0.01}"
