,PC1,PC2,PC3,PC4
Residual_FT3,0.577250563006014,-0.0535521002861526,-0.153992120682285,0.5054766757637954
Residual_FT4,0.6019740317622247,-0.14202905487956288,-0.08426192482154482,0.1988755774795359
Residual_logTSH,-0.4837173775255551,0.2794787003514982,-0.2600229165925039,0.7593328756858684
Residual_Norm,0.1906574630107386,0.6789093787704441,-0.6220200430372874,-0.34030314036936343
Residual_UncertaintyNorm,0.18459762477150102,0.6617655412548525,0.7174019122498628,0.11202317393442825
