,PC1,PC2,PC3,PC4
Residual_FT3,0.5229957593748631,-0.23419177717950052,0.18568913698344836,0.38775584873301433
Residual_FT4,0.5326520743360829,-0.3141763804445679,0.10156679234884926,0.18461855929927018
Residual_logTSH,-0.4184803655752225,0.35042253114415717,0.3035411062301703,0.5550796385056074
Residual_Norm,0.27457667789301177,0.49549822471947186,0.6798110931866089,-0.04761723045625671
Residual_UncertaintyNorm,0.27045645063104945,0.49586552405257917,-0.6208397319299089,0.4719397672670585
Residual_DeltaNorm,0.3450975851533858,0.48192359819238095,-0.12442440582336903,-0.5314634885744043
