Variant,Family,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope,Threshold,Epochs,Aux_Target,Calibration_Mode,Round,StopRule_Hits
c2_interval_slope,c2,0.843087712061053,0.3215752851413565,0.10798518059495757,0.4878048780487805,0.8604651162790697,-1.6907586224021676,1.0673012873346452,0.49999999999999994,62,full,none,Round1,2
c2_early_late_intercept,c2,0.8412829371422679,0.31420555051216964,0.10113890755980422,0.6097560975609756,0.8118393234672304,-1.6208478387949,0.9814845376488646,0.38999999999999996,66,early_late,none,Round1,2
c1_rule_any,c1,0.8400969421956376,0.3097463283025404,0.09909884405108357,0.8292682926829268,0.7293868921775899,-1.524558206651474,0.7617971667937429,0.25999999999999995,72,any_rule,none,Round1,1
c2_interval_intercept_calibrated,c2,0.8240086629196102,0.2963567396570211,0.064882214730388,0.6585365853658537,0.8456659619450317,0.7243152813199265,1.390256224071375,0.14999999999999997,75,full,window_intercept,Round1,1
c2_interval_intercept,c2,0.837003042334863,0.27275075633570756,0.10189868196918189,0.7073170731707317,0.813953488372093,-1.6619779106277048,0.8423925584705665,0.36999999999999994,71,full,none,Round1,1
