Level,Metric,Value,CI_95
Patient,AUC,0.7140921409214092,"[0.620, 0.800]"
Patient,PR_AUC,0.3821314297806727,"[0.277, 0.543]"
Patient,Brier,0.3012504007592487,"[0.258, 0.340]"
Patient,Recall,0.8333333333333334,"[0.687, 0.950]"
Patient,Specificity,0.45528455284552843,"[0.374, 0.547]"
Patient,Calibration_Intercept,-1.6704266729999175,"[-2.326, -1.289]"
Patient,Calibration_Slope,0.5897128997065476,"[0.300, 0.964]"
Patient,Threshold,0.5200000000000001,
