Variant,Family,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope,Threshold,Epochs,Aux_Target,Calibration_Mode,Round,StopRule_Hits
c2_early_late_intercept,c2,0.8406125921724333,0.295947239457615,0.10240224953547566,0.5609756097560976,0.854122621564482,-1.6408530469461207,0.9504560965562483,0.43999999999999995,57,early_late,none,Round2,2
c2_interval_intercept_reghigh,c2,0.8402000721909968,0.3070134249470368,0.10841609024075735,0.7073170731707317,0.8393234672304439,-1.7193274552964728,1.0745214977715412,0.43999999999999995,65,full,none,Round2,1
c2_interval_intercept,c2,0.8353013974114372,0.3037875877108865,0.10280486160031843,0.5365853658536586,0.8350951374207188,-1.6528543049782685,0.9218682104579812,0.41999999999999993,76,full,none,Round2,1
c2_interval_intercept_reglow,c2,0.8395812922188419,0.30317426963998834,0.09664898008564293,0.6585365853658537,0.8435517970401691,-1.5686517140101415,0.8660200250814207,0.41,47,full,none,Round2,1
c2_interval_intercept_calibrated,c2,0.8344763574485639,0.30159534377676955,0.06365924082358924,0.7317073170731707,0.8224101479915433,0.5440259623816095,1.3433582346557023,0.13999999999999999,65,full,window_intercept,Round2,1
