,PC1,PC2,PC3,PC4
Residual_FT3,0.5772525927081655,-0.05344397616586467,-0.15364489603792983,0.5057253415040333
Residual_FT4,0.6020241116287062,-0.14183987674342488,-0.08412056021472597,0.19875814176379736
Residual_logTSH,-0.4838488330557246,0.2791279226876067,-0.25904508140480137,0.7596632914588257
Residual_Norm,0.190229634984198,0.6790825161472704,-0.6224140805885864,-0.3394755524406811
Residual_UncertaintyNorm,0.18452481121453557,0.6617852595942173,0.7175049375131148,0.11137824270596543
