Scenario,Intervals,Events,AUC,PR_AUC,Brier,Recall,Specificity
All_Windows,514,41,0.8415407621306656,0.33050692574763696,0.06445334818835405,0.5609756097560976,0.8414376321353065
Exclude_1M_3M,446,24,0.8640402843601895,0.38585323356048074,0.04296884814605898,0.5416666666666666,0.8981042654028436
Exclude_12Mplus,249,35,0.740320427236315,0.35134130396630203,0.11138417539897977,0.6285714285714286,0.6728971962616822
Only_3Mplus,446,24,0.8640402843601895,0.38585323356048074,0.04296884814605898,0.5416666666666666,0.8981042654028436
