Level,Metric,Value,CI_95
Patient,AUC,0.742773261065944,"[0.653, 0.830]"
Patient,PR_AUC,0.4356372304223871,"[0.310, 0.608]"
Patient,Brier,0.15712929518979785,"[0.122, 0.188]"
Patient,Recall,0.7777777777777778,"[0.636, 0.909]"
Patient,Specificity,0.5609756097560976,"[0.472, 0.651]"
Patient,Calibration_Intercept,-0.33996042689958156,"[-0.854, 0.279]"
Patient,Calibration_Slope,0.8576346207085109,"[0.500, 1.390]"
Patient,Threshold,0.21000000000000002,
