Branch,Mode,Best_Model,AUC,PR_AUC,C_Index,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope,Threshold
Baseline,direct_full,Logistic Reg.,0.8415407621306656,0.33050692574763696,0.7240340304856434,0.06445334818835405,0.5609756097560976,0.8414376321353065,-0.12023435104410583,1.0277517463793857,0.14999999999999997
