phase,epoch,train_loss,train_auc,train_prauc,train_acc,train_thr,val_auc,val_prauc,val_acc,val_f1,val_thr,val_landmark_auc,val_next_bacc,hazard_log_var,landmark_log_var,next_state_log_var,score
main,15,1.0681647698084513,0.8620091324200913,0.3106194830647264,0.8697104677060133,0.6149999999999998,0.802542771935332,0.2898133846475639,0.7933333333333333,0.32608695652173914,0.5549999999999998,0.9800228310502284,0.5821642512077294,-0.22307980060577393,-0.2195674180984497,-0.13467009365558624,0.2898133846475639
main,16,1.012657920519511,0.8642590286425904,0.3241541267473441,0.8674832962138085,0.5999999999999998,0.7953225553288338,0.2808329247684717,0.9166666666666666,0.32432432432432434,0.6699999999999997,0.973744292237443,0.5905099302200751,-0.23767293989658356,-0.23663564026355743,-0.14328071475028992,0.2808329247684717
main,17,0.9808798988660177,0.8653258613532586,0.32762741102481246,0.873608017817372,0.6249999999999998,0.7934390205619213,0.24645974349041452,0.9166666666666666,0.32432432432432434,0.6849999999999997,0.9771689497716896,0.5468062265163715,-0.252101331949234,-0.25321444869041443,-0.1515248715877533,0.24645974349041452
main,18,0.8697590986887614,0.8672810294728104,0.3271608382688085,0.8680400890868597,0.5999999999999998,0.7896719510280961,0.26015509755336147,0.79,0.3076923076923077,0.5399999999999998,0.9800228310502284,0.5631519055287172,-0.2669902443885803,-0.26998692750930786,-0.16172173619270325,0.26015509755336147
main,19,0.8063562313715616,0.8689331672893316,0.32041754890956614,0.8685968819599109,0.6149999999999998,0.7967352064040183,0.2641358397686604,0.7933333333333333,0.32608695652173914,0.5499999999999998,0.9777397260273973,0.5829779924852388,-0.2817677855491638,-0.28735676407814026,-0.17170734703540802,0.2641358397686604
main,20,0.9982076207796733,0.8708219178082192,0.32103684914838687,0.8641425389755011,0.6049999999999998,0.7893580285669439,0.2585388014388433,0.7933333333333333,0.32608695652173914,0.5499999999999998,0.976027397260274,0.5816446591519054,-0.29650184512138367,-0.3047332465648651,-0.18196436762809753,0.2585388014388433
main,21,0.8958414435386658,0.8727770859277708,0.3235351794290661,0.8546770601336303,0.5949999999999998,0.7995605085543871,0.26079179336098346,0.7966666666666666,0.32967032967032966,0.5499999999999998,0.9754566210045662,0.5671519055287172,-0.31017741560935974,-0.3204439878463745,-0.18807171285152435,0.26079179336098346
main,22,0.7598368217547734,0.8748692403486924,0.34161128708951827,0.873608017817372,0.6099999999999998,0.7940668654842253,0.25941512788116605,0.8,0.3181818181818182,0.5499999999999998,0.9754566210045661,0.5843113258185721,-0.3239437937736511,-0.33685538172721863,-0.1917717009782791,0.25941512788116605
main,23,0.836920964717865,0.8760315483603155,0.3386425258005418,0.8446547884187082,0.5899999999999997,0.8017579657824517,0.2674030364824269,0.7933333333333333,0.32608695652173914,0.5599999999999998,0.980593607305936,0.5551519055287172,-0.33789315819740295,-0.35313788056373596,-0.1970377415418625,0.2674030364824269
main,24,0.7904301881790161,0.8770444167704442,0.33820086419016904,0.8535634743875279,0.5849999999999997,0.8031706168576362,0.25731018539591205,0.7766666666666666,0.32323232323232326,0.5299999999999998,0.9680365296803652,0.5608309178743961,-0.35136526823043823,-0.36942097544670105,-0.2019638866186142,0.25731018539591205
main,25,0.7717083195845286,0.8796388542963886,0.34197794379698726,0.8468819599109132,0.5799999999999997,0.7984617799403546,0.25663866751250997,0.7933333333333333,0.32608695652173914,0.5399999999999998,0.9748858447488584,0.5908040794417606,-0.36512067914009094,-0.3855988681316376,-0.20670561492443085,0.25663866751250997
main,26,0.7009270469347636,0.8818057285180573,0.3530350248533906,0.8758351893095768,0.6099999999999998,0.7956364777899858,0.26952333104877235,0.7833333333333333,0.3157894736842105,0.5449999999999998,0.9737442922374429,0.5663381642512078,-0.378898561000824,-0.40097832679748535,-0.2113306224346161,0.26952333104877235
main,27,0.5853224297364553,0.883922789539228,0.3534909458059742,0.844097995545657,0.5699999999999998,0.7833935018050542,0.2486282220767233,0.78,0.3125,0.5399999999999998,0.9697488584474886,0.5644852388620505,-0.3926607072353363,-0.4172709286212921,-0.21364380419254303,0.2486282220767233
main,28,0.5247458269198736,0.8863719385637194,0.3518071817856357,0.8546770601336303,0.5849999999999997,0.7921833307173128,0.2533370771507161,0.7966666666666666,0.3146067415730337,0.5549999999999998,0.9674657534246576,0.5526591519055287,-0.4069250524044037,-0.43414443731307983,-0.22082091867923737,0.2533370771507161
main,29,0.550227842728297,0.8894645080946451,0.37585879116788584,0.878619153674833,0.6199999999999998,0.7931250981007691,0.256389284000872,0.8,0.3181818181818182,0.5499999999999998,0.9708904109589042,0.5416468062265164,-0.4216080904006958,-0.45140746235847473,-0.22969821095466614,0.256389284000872
main,30,0.5614657700061798,0.8901245330012454,0.37450172320593444,0.8663697104677061,0.5949999999999998,0.7890441061057919,0.25560946884295555,0.7633333333333333,0.297029702970297,0.5249999999999998,0.9560502283105023,0.5556199677938808,-0.43559205532073975,-0.46798837184906006,-0.23355266451835632,0.25560946884295555
main,31,0.47723780075709027,0.8931880448318804,0.3784342288082749,0.878619153674833,0.6149999999999998,0.7950086328676816,0.28908595334013226,0.79,0.3225806451612903,0.5499999999999998,0.9697488584474886,0.5727793880837359,-0.4490600526332855,-0.48400411009788513,-0.2363542914390564,0.28908595334013226
