Aggregation,Threshold,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope
Product_AnyRisk,0.23000000000000004,0.7488708220415538,0.4529085447315304,0.1544816492758819,0.75,0.5934959349593496,-0.27496431242659275,0.928899222194508
Max_Interval_Risk,0.13,0.7380307136404698,0.4690709342471749,0.15498774802900328,0.8888888888888888,0.4959349593495935,0.2740208776920792,0.9987759674927371
Mean_Interval_Risk,0.09000000000000001,0.8012646793134598,0.5947620412124622,0.1562107153042144,0.6944444444444444,0.7154471544715447,1.9457280860637534,1.4341783235028356
