Aggregation,Threshold,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope
Product_AnyRisk,0.22000000000000003,0.7488708220415538,0.4529085447315304,0.15448164927588187,0.7777777777777778,0.5853658536585366,-0.27496431242659297,0.9288992221945097
Max_Interval_Risk,0.16000000000000003,0.7380307136404698,0.4690709342471749,0.1549877480290032,0.7222222222222222,0.6178861788617886,0.2740208776920818,0.9987759674927398
Mean_Interval_Risk,0.1,0.8012646793134598,0.5947620412124622,0.15621071530421435,0.6944444444444444,0.7804878048780488,1.9457280860637478,1.4341783235028345
