Aggregation,Threshold,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope
Product_AnyRisk,0.26000000000000006,0.7411924119241192,0.42643673559713896,0.15520056760897508,0.6666666666666666,0.6422764227642277,0.036099617797667946,1.1897970643893985
Max_Interval_Risk,0.15000000000000002,0.7732610659439928,0.5031327052346561,0.15631153061419037,0.9166666666666666,0.5365853658536586,1.5463325980088012,1.7940906906187277
Mean_Interval_Risk,0.09000000000000001,0.8297199638663053,0.6498134679665978,0.16291826442291008,0.7222222222222222,0.7235772357723578,3.205949260576668,2.008411315355367
