Task,Domain,Domain_Label,Model,Metric_Key,Metric,Value,Threshold,N,Events
Stage2 direct,Validation_OOF,Validation OOF,LightGBM,recall,Sensitivity,0.5029585798816568,0.19999999999999996,2096,169
Stage2 direct,Validation_OOF,Validation OOF,LightGBM,specificity,Specificity,0.8412039439543332,0.19999999999999996,2096,169
Stage2 direct,Validation_OOF,Validation OOF,LightGBM,f1,F1,0.30357142857142855,0.19999999999999996,2096,169
Stage2 direct,Test_Temporal,Temporal Test,LightGBM,prauc,PR-AUC,0.2663493918534673,0.19999999999999996,514,41
Stage2 direct,Test_Temporal,Temporal Test,LightGBM,auc,AUC,0.8407157221677926,0.19999999999999996,514,41
Stage2 direct,Test_Temporal,Temporal Test,LightGBM,recall,Sensitivity,0.6097560975609756,0.19999999999999996,514,41
Stage2 direct,Test_Temporal,Temporal Test,LightGBM,specificity,Specificity,0.8477801268498943,0.19999999999999996,514,41
Stage2 direct,Test_Temporal,Temporal Test,LightGBM,f1,F1,0.36231884057971014,0.19999999999999996,514,41
Stage2 direct,Train_Fit,Train Fit,Balanced RF,prauc,PR-AUC,0.284307468332132,0.58,2096,169
Stage2 direct,Train_Fit,Train Fit,Balanced RF,auc,AUC,0.8410626936434291,0.58,2096,169
Stage2 direct,Train_Fit,Train Fit,Balanced RF,recall,Sensitivity,0.7337278106508875,0.58,2096,169
Stage2 direct,Train_Fit,Train Fit,Balanced RF,specificity,Specificity,0.7799688635184224,0.58,2096,169
Stage2 direct,Train_Fit,Train Fit,Balanced RF,f1,F1,0.3458856345885635,0.58,2096,169
Stage2 direct,Validation_OOF,Validation OOF,Balanced RF,prauc,PR-AUC,0.21620779353859482,0.58,2096,169
Stage2 direct,Validation_OOF,Validation OOF,Balanced RF,auc,AUC,0.8090572155878929,0.58,2096,169
Stage2 direct,Validation_OOF,Validation OOF,Balanced RF,recall,Sensitivity,0.6923076923076923,0.58,2096,169
Stage2 direct,Validation_OOF,Validation OOF,Balanced RF,specificity,Specificity,0.7758173326414115,0.58,2096,169
Stage2 direct,Validation_OOF,Validation OOF,Balanced RF,f1,F1,0.32590529247910865,0.58,2096,169
Stage2 direct,Test_Temporal,Temporal Test,Balanced RF,prauc,PR-AUC,0.22952978205126898,0.58,514,41
Stage2 direct,Test_Temporal,Temporal Test,Balanced RF,auc,AUC,0.8288557727014902,0.58,514,41
Stage2 direct,Test_Temporal,Temporal Test,Balanced RF,recall,Sensitivity,0.7073170731707317,0.58,514,41
Stage2 direct,Test_Temporal,Temporal Test,Balanced RF,specificity,Specificity,0.7991543340380549,0.58,514,41
Stage2 direct,Test_Temporal,Temporal Test,Balanced RF,f1,F1,0.3515151515151515,0.58,514,41
Stage2 predicted_only_compact,Train_Fit,Train Fit,Logistic Reg.,prauc,PR-AUC,0.21233708609677382,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Logistic Reg.,auc,AUC,0.7973487930775066,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Logistic Reg.,recall,Sensitivity,0.6627218934911243,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Logistic Reg.,specificity,Specificity,0.7690710949662688,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Logistic Reg.,f1,F1,0.3085399449035813,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Logistic Reg.,prauc,PR-AUC,0.20144768979630823,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Logistic Reg.,auc,AUC,0.7894203517132741,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Logistic Reg.,recall,Sensitivity,0.6094674556213018,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Logistic Reg.,specificity,Specificity,0.7986507524649714,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Logistic Reg.,f1,F1,0.31212121212121213,0.09999999999999999,2096,169
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Logistic Reg.,prauc,PR-AUC,0.3024218316508904,0.09999999999999999,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Logistic Reg.,auc,AUC,0.8433971020471305,0.09999999999999999,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Logistic Reg.,recall,Sensitivity,0.8048780487804879,0.09999999999999999,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Logistic Reg.,specificity,Specificity,0.7378435517970402,0.09999999999999999,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Logistic Reg.,f1,F1,0.3333333333333333,0.09999999999999999,514,41
Stage2 predicted_only_compact,Train_Fit,Train Fit,Elastic LR,prauc,PR-AUC,0.24211647635387978,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Elastic LR,auc,AUC,0.8052833757596042,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Elastic LR,recall,Sensitivity,0.5798816568047337,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Elastic LR,specificity,Specificity,0.826673585884795,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Elastic LR,f1,F1,0.3261231281198003,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Elastic LR,prauc,PR-AUC,0.19714728139448617,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Elastic LR,auc,AUC,0.7810128875555405,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Elastic LR,recall,Sensitivity,0.5325443786982249,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Elastic LR,specificity,Specificity,0.8303061754021795,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Elastic LR,f1,F1,0.30716723549488056,0.15999999999999998,2096,169
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Elastic LR,prauc,PR-AUC,0.3083696140242399,0.15999999999999998,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Elastic LR,auc,AUC,0.8406125921724334,0.15999999999999998,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Elastic LR,recall,Sensitivity,0.7073170731707317,0.15999999999999998,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Elastic LR,specificity,Specificity,0.7949260042283298,0.15999999999999998,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Elastic LR,f1,F1,0.3473053892215569,0.15999999999999998,514,41
Stage2 predicted_only_compact,Train_Fit,Train Fit,LightGBM,prauc,PR-AUC,1.0,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,LightGBM,auc,AUC,1.0,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,LightGBM,recall,Sensitivity,1.0,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,LightGBM,specificity,Specificity,0.768033212247016,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,LightGBM,f1,F1,0.4305732484076433,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,LightGBM,prauc,PR-AUC,0.1796618385131382,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,LightGBM,auc,AUC,0.7514516540104341,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,LightGBM,recall,Sensitivity,0.6745562130177515,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,LightGBM,specificity,Specificity,0.7125064867669954,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,LightGBM,f1,F1,0.2724014336917563,0.07999999999999999,2096,169
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,LightGBM,prauc,PR-AUC,0.28852093348581237,0.07999999999999999,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,LightGBM,auc,AUC,0.8244727478987263,0.07999999999999999,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,LightGBM,recall,Sensitivity,0.7804878048780488,0.07999999999999999,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,LightGBM,specificity,Specificity,0.6997885835095138,0.07999999999999999,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,LightGBM,f1,F1,0.29767441860465116,0.07999999999999999,514,41
Stage2 predicted_only_compact,Train_Fit,Train Fit,Balanced RF,prauc,PR-AUC,0.33061517351168357,0.6,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Balanced RF,auc,AUC,0.8381117904091039,0.6,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Balanced RF,recall,Sensitivity,0.7100591715976331,0.6,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Balanced RF,specificity,Specificity,0.7737415672029061,0.6,2096,169
Stage2 predicted_only_compact,Train_Fit,Train Fit,Balanced RF,f1,F1,0.3310344827586207,0.6,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Balanced RF,prauc,PR-AUC,0.20459280239232286,0.6,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Balanced RF,auc,AUC,0.7866137694487859,0.6,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Balanced RF,recall,Sensitivity,0.6449704142011834,0.6,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Balanced RF,specificity,Specificity,0.7612869745718733,0.6,2096,169
Stage2 predicted_only_compact,Validation_OOF,Validation OOF,Balanced RF,f1,F1,0.2953929539295393,0.6,2096,169
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Balanced RF,prauc,PR-AUC,0.22613825673055984,0.6,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Balanced RF,auc,AUC,0.8223070179961842,0.6,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Balanced RF,recall,Sensitivity,0.7804878048780488,0.6,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Balanced RF,specificity,Specificity,0.7399577167019028,0.6,514,41
Stage2 predicted_only_compact,Test_Temporal,Temporal Test,Balanced RF,f1,F1,0.32653061224489793,0.6,514,41
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Logistic Reg.,prauc,PR-AUC,0.3495450112345676,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Logistic Reg.,auc,AUC,0.8513831783162349,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Logistic Reg.,recall,Sensitivity,0.4260355029585799,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Logistic Reg.,specificity,Specificity,0.9304618578100675,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Logistic Reg.,f1,F1,0.384,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Logistic Reg.,prauc,PR-AUC,0.26305174633167355,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Logistic Reg.,auc,AUC,0.8255620073511575,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Logistic Reg.,recall,Sensitivity,0.40236686390532544,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Logistic Reg.,specificity,Specificity,0.9242345614945511,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Logistic Reg.,f1,F1,0.35509138381201044,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Logistic Reg.,prauc,PR-AUC,0.32295482462018343,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Logistic Reg.,auc,AUC,0.8256587428453566,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Logistic Reg.,recall,Sensitivity,0.34146341463414637,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Logistic Reg.,specificity,Specificity,0.9281183932346723,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Logistic Reg.,f1,F1,0.3146067415730337,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Elastic LR,prauc,PR-AUC,0.3491371298954249,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Elastic LR,auc,AUC,0.8514568741306197,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Elastic LR,recall,Sensitivity,0.4260355029585799,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Elastic LR,specificity,Specificity,0.9309807991696938,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Elastic LR,f1,F1,0.3850267379679144,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Elastic LR,prauc,PR-AUC,0.2622183862665809,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Elastic LR,auc,AUC,0.8256694804138021,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Elastic LR,recall,Sensitivity,0.39644970414201186,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Elastic LR,specificity,Specificity,0.9237156201349248,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Elastic LR,f1,F1,0.34986945169712796,0.21999999999999995,2096,169
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Elastic LR,prauc,PR-AUC,0.32252055471053437,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Elastic LR,auc,AUC,0.8256587428453566,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Elastic LR,recall,Sensitivity,0.36585365853658536,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Elastic LR,specificity,Specificity,0.9281183932346723,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Elastic LR,f1,F1,0.3333333333333333,0.21999999999999995,514,41
Stage2 direct_plus_state_only,Train_Fit,Train Fit,LightGBM,prauc,PR-AUC,1.0,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,LightGBM,auc,AUC,1.0,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,LightGBM,recall,Sensitivity,1.0,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,LightGBM,specificity,Specificity,0.9896211728074727,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,LightGBM,f1,F1,0.9441340782122905,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,LightGBM,prauc,PR-AUC,0.23555489649657727,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,LightGBM,auc,AUC,0.7889781768269654,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,LightGBM,recall,Sensitivity,0.47928994082840237,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,LightGBM,specificity,Specificity,0.8588479501816295,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,LightGBM,f1,F1,0.3103448275862069,0.11999999999999998,2096,169
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,LightGBM,prauc,PR-AUC,0.25515998405003615,0.11999999999999998,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,LightGBM,auc,AUC,0.8070953436807096,0.11999999999999998,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,LightGBM,recall,Sensitivity,0.4634146341463415,0.11999999999999998,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,LightGBM,specificity,Specificity,0.8773784355179705,0.11999999999999998,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,LightGBM,f1,F1,0.3220338983050847,0.11999999999999998,514,41
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Balanced RF,prauc,PR-AUC,0.26575126846552904,0.6,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Balanced RF,auc,AUC,0.8333399864276876,0.6,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Balanced RF,recall,Sensitivity,0.7455621301775148,0.6,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Balanced RF,specificity,Specificity,0.7649195640892579,0.6,2096,169
Stage2 direct_plus_state_only,Train_Fit,Train Fit,Balanced RF,f1,F1,0.33689839572192515,0.6,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Balanced RF,prauc,PR-AUC,0.20227100636028356,0.6,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Balanced RF,auc,AUC,0.7962172552608064,0.6,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Balanced RF,recall,Sensitivity,0.727810650887574,0.6,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Balanced RF,specificity,Specificity,0.7498702646600934,0.6,2096,169
Stage2 direct_plus_state_only,Validation_OOF,Validation OOF,Balanced RF,f1,F1,0.3178294573643411,0.6,2096,169
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Balanced RF,prauc,PR-AUC,0.26079228406964183,0.6,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Balanced RF,auc,AUC,0.8359717423812715,0.6,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Balanced RF,recall,Sensitivity,0.7804878048780488,0.6,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Balanced RF,specificity,Specificity,0.7632135306553911,0.6,514,41
Stage2 direct_plus_state_only,Test_Temporal,Temporal Test,Balanced RF,f1,F1,0.34594594594594597,0.6,514,41
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Logistic Reg.,prauc,PR-AUC,0.3560053411108981,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Logistic Reg.,auc,AUC,0.853326905420634,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Logistic Reg.,recall,Sensitivity,0.5443786982248521,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Logistic Reg.,specificity,Specificity,0.869745718733783,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Logistic Reg.,f1,F1,0.359375,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Logistic Reg.,prauc,PR-AUC,0.25877334516972667,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Logistic Reg.,auc,AUC,0.8258291546783024,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Logistic Reg.,recall,Sensitivity,0.5384615384615384,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Logistic Reg.,specificity,Specificity,0.8650752464971458,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Logistic Reg.,f1,F1,0.35,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Logistic Reg.,prauc,PR-AUC,0.32433255016535023,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Logistic Reg.,auc,AUC,0.8227711029753004,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Logistic Reg.,recall,Sensitivity,0.4878048780487805,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Logistic Reg.,specificity,Specificity,0.8710359408033826,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Logistic Reg.,f1,F1,0.32786885245901637,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Elastic LR,prauc,PR-AUC,0.35537255055244216,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Elastic LR,auc,AUC,0.8533361173974323,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Elastic LR,recall,Sensitivity,0.5443786982248521,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Elastic LR,specificity,Specificity,0.8692267773741568,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,Elastic LR,f1,F1,0.3586744639376218,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Elastic LR,prauc,PR-AUC,0.2582628029549996,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Elastic LR,auc,AUC,0.8254698875831765,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Elastic LR,recall,Sensitivity,0.5325443786982249,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Elastic LR,specificity,Specificity,0.8661131292163985,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,Elastic LR,f1,F1,0.3481624758220503,0.16999999999999996,2096,169
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Elastic LR,prauc,PR-AUC,0.3249198736302173,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Elastic LR,auc,AUC,0.8233898829474553,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Elastic LR,recall,Sensitivity,0.4878048780487805,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Elastic LR,specificity,Specificity,0.8710359408033826,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Test_Temporal,Temporal Test,Elastic LR,f1,F1,0.32786885245901637,0.16999999999999996,514,41
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,LightGBM,prauc,PR-AUC,1.0,0.24999999999999994,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,LightGBM,auc,AUC,1.0,0.24999999999999994,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,LightGBM,recall,Sensitivity,1.0,0.24999999999999994,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,LightGBM,specificity,Specificity,0.9512195121951219,0.24999999999999994,2096,169
Stage2 direct_plus_state_delta,Train_Fit,Train Fit,LightGBM,f1,F1,0.7824074074074074,0.24999999999999994,2096,169
Stage2 direct_plus_state_delta,Validation_OOF,Validation OOF,LightGBM,prauc,PR-AUC,0.2217573443474356,0.24999999999999994,2096,169
