Group,Best_Model,AUC,PR_AUC,C_Index,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope,Threshold
direct,Logistic Reg.,0.8415407621306656,0.33050692574763696,0.7240340304856434,0.06445334818835408,0.5609756097560976,0.8414376321353065,-0.12023435104410858,1.0277517463793855,0.14999999999999997
predicted_only_compact,Elastic LR,0.8194709431238076,0.26780702955097624,0.7187167671038639,0.0678346084846851,0.8048780487804879,0.7040169133192389,3.338922183952236,2.632307946595623,0.09999999999999999
predicted_plus_current_compact,Logistic Reg.,0.8121487134533079,0.2716889510844714,0.6703296703296703,0.06893710939384946,0.3902439024390244,0.864693446088795,-0.5967217479474429,0.7370001713388474,0.17999999999999997
direct_plus_state_only,Elastic LR,0.8247305728871243,0.30086522113362657,0.6761786600496278,0.06728341675501277,0.2682926829268293,0.9260042283298098,-0.4920284665336265,0.788175013690242,0.23999999999999996
direct_plus_state_delta,Elastic LR,0.8224617129892229,0.3057798470044801,0.6754696915987238,0.0678622128890255,0.5365853658536586,0.8498942917547568,-0.5503948441019725,0.7623648067225923,0.15999999999999998
direct_plus_state_delta_uncertainty,Elastic LR,0.8255556128499975,0.29161310758568765,0.6823821339950372,0.06825838863544263,0.43902439024390244,0.8816067653276956,-0.5669439315568906,0.7655700200488017,0.18999999999999997
direct_plus_physio_fusion,Elastic LR,0.8488114268034858,0.3474193377478844,0.7646224742998936,0.06293787293550851,0.7073170731707317,0.8160676532769556,0.7942380918584107,1.5107323446248482,0.14999999999999997
