Metric,Balanced RF,Elastic LR,LightGBM,Logistic Reg.
PR-AUC,0.35938786767400316,0.36112195096926647,1.0,0.3639212392343498
AUC,0.8561396290029878,0.8565756625714311,1.0,0.8566370757500853
Sensitivity,0.757396449704142,0.7159763313609467,1.0,0.650887573964497
Specificity,0.7669953295277634,0.8028022833419823,0.8515827711468604,0.8204462895692787
F1,0.34316353887399464,0.3611940298507463,0.5416666666666666,0.352
