Metric,Balanced RF,Elastic LR,LightGBM,Logistic Reg.
PR-AUC,0.2627837539372329,0.25996396572243,0.9957183222401766,0.26159614728952174
AUC,0.8255804313047537,0.800407169374476,0.9996438035638067,0.8003426855368895
Sensitivity,0.7514792899408284,0.6923076923076923,1.0,0.5088757396449705
Specificity,0.7270368448365335,0.753502854177478,0.6974571873378308,0.856772184743124
F1,0.30900243309002434,0.30749014454664914,0.36699239956568946,0.3239171374764595
