Split,Gate_Mode,Temperature,Side_Cap,Global_Floor,Gate_Static_Mean,Gate_Static_Std,Gate_Static_Min,Gate_Static_Max,Gate_Static_CapHitRatio,Gate_Local_Mean,Gate_Local_Std,Gate_Local_Min,Gate_Local_Max,Gate_Local_CapHitRatio,Gate_Global_Mean,Gate_Global_Std,Gate_Global_Min,Gate_Global_Max,Gate_Global_CapHitRatio
Fit,side_cap,1.0,0.35,,0.3475186228752136,0.016349676996469498,0.0576859749853611,0.3499999940395355,0.9576837416481069,0.349876344203949,0.0011801811633631587,0.3311191201210022,0.3499999940395355,0.9816258351893096,0.30260488390922546,0.01637350209057331,0.2999999225139618,0.5923140645027161,
Validation,side_cap,1.0,0.35,,0.34868094325065613,0.009412480518221855,0.2322385609149933,0.3499999940395355,0.97,0.34992003440856934,0.000691510911565274,0.3415493369102478,0.3499999940395355,0.98,0.30139896273612976,0.009426668286323547,0.2999999225139618,0.4177614152431488,
TemporalTest,side_cap,1.0,0.35,,0.34795084595680237,0.013623921200633049,0.17038363218307495,0.3499999940395355,0.953307392996109,0.3498186767101288,0.0014791077701374888,0.32967129349708557,0.3499999940395355,0.9824902723735408,0.3022303879261017,0.013676839880645275,0.2999999225139618,0.4796163737773895,
