Split,Gate_Mode,Temperature,Side_Cap,Global_Floor,Gate_Static_Mean,Gate_Static_Std,Gate_Static_Min,Gate_Static_Max,Gate_Static_CapHitRatio,Gate_Local_Mean,Gate_Local_Std,Gate_Local_Min,Gate_Local_Max,Gate_Local_CapHitRatio,Gate_Global_Mean,Gate_Global_Std,Gate_Global_Min,Gate_Global_Max,Gate_Global_CapHitRatio
Fit,global_floor,1.0,,0.5,0.2134895622730255,0.19442319869995117,2.9509930755011737e-05,0.4999946355819702,,0.2865104377269745,0.19442319869995117,5.347637852537446e-06,0.4999704658985138,,0.5,0.0,0.5,0.5,
Validation,global_floor,1.0,,0.5,0.1870354264974594,0.18797285854816437,0.00013987459533382207,0.4999891519546509,,0.3129645884037018,0.18797285854816437,1.0830939572770149e-05,0.49986010789871216,,0.5,0.0,0.5,0.5,
TemporalTest,global_floor,1.0,,0.5,0.21436461806297302,0.19648109376430511,0.0001562028774060309,0.4999992847442627,,0.285635381937027,0.19648109376430511,6.826264780102065e-07,0.4998437762260437,,0.5,0.0,0.5,0.5,
