epoch,train_loss,fit_threshold,val_auc,val_prauc,val_f1,val_landmark_auc,val_next_hyper_auc
1,1.7851143678029378,0.22999999999999993,0.6920420656097944,0.1727395821998319,0.2857142857142857,0.941946499715424,0.8171401663789044
2,1.5992335637410482,0.14499999999999996,0.7066394600533668,0.16144851908584956,0.18518518518518517,0.9521099276363932,0.8296970648249882
3,1.4310202519098918,0.13499999999999995,0.8041123842410924,0.2502974381749195,0.3157894736842105,0.9612976664769494,0.835504630356302
4,1.2213817675908407,0.13499999999999995,0.809135143619526,0.25875503850066023,0.2535211267605634,0.9661761118790145,0.8345628629728458
5,1.1145921389261881,0.11499999999999998,0.8125882906921991,0.2822284703006252,0.2978723404255319,0.965363037645337,0.8333071731282373
6,1.0097124139467875,0.11499999999999998,0.8069376863914612,0.2740617663499122,0.30434782608695654,0.9690218716968859,0.8259299952911632
7,0.9500244398911794,0.11999999999999997,0.805995919008005,0.275452587061453,0.3111111111111111,0.9687779494267825,0.8163553602260243
8,0.9431718349456787,0.13999999999999996,0.8089781823889499,0.27524566713070664,0.27848101265822783,0.9723554760549639,0.8180819337623607
9,0.9420540412267049,0.12499999999999996,0.8121174070004709,0.2747404053082199,0.3058823529411765,0.9728433205951703,0.8146287866896877
10,0.9211334745089214,0.11999999999999997,0.8163553602260242,0.26634911999918076,0.3023255813953488,0.9754451581429384,0.8182388949929367
11,1.0259650985399882,0.12999999999999995,0.8237325380630984,0.25439333375644996,0.3181818181818182,0.9734937799821124,0.8198085072986973
12,0.8632043242454529,0.13499999999999995,0.8344059017422696,0.27385708616752225,0.3191489361702128,0.974957313602732,0.8318945220530529
13,0.8445044875144958,0.11499999999999998,0.8136870193062313,0.24620835831042234,0.3023255813953488,0.973981624522319,0.8202793909904253
14,0.8910614490509033,0.14499999999999996,0.805838957777429,0.24701837924046377,0.2857142857142857,0.9747946987559964,0.8105477946947104
15,0.8971376578013103,0.13999999999999996,0.8185528174540888,0.2560500047671611,0.2894736842105263,0.97430685421579,0.805838957777429
16,0.8199111461639405,0.10999999999999997,0.8119604457698948,0.2502148625614438,0.26373626373626374,0.9733311651353769,0.7943807879453775
17,0.8569820920626322,0.11999999999999997,0.8220059645267619,0.27669404689589955,0.28888888888888886,0.976258232376616,0.8048971903939727
