Feature,Source,CV_PR_AUC,Best_Params
Teacher_Cal,Teacher_Prob,0.26210090282279097,"{'clf__l1_ratio': 0.5, 'clf__C': 5}"
LandmarkSignal_Cal,Landmark_Signal,0.11286919099226998,"{'clf__l1_ratio': 0.5, 'clf__C': 5}"
LandmarkProb_Cal,Landmark_Prob,0.14328797851549413,"{'clf__l1_ratio': 0.5, 'clf__C': 5}"
NextHyper_Cal,NextHyper_Prob,0.27905324674627696,"{'clf__l1_ratio': 0.5, 'clf__C': 5}"
