Split,Gate_Mode,Temperature,Side_Cap,Global_Floor,Gate_Static_Mean,Gate_Static_Std,Gate_Static_Min,Gate_Static_Max,Gate_Static_CapHitRatio,Gate_Local_Mean,Gate_Local_Std,Gate_Local_Min,Gate_Local_Max,Gate_Local_CapHitRatio,Gate_Global_Mean,Gate_Global_Std,Gate_Global_Min,Gate_Global_Max,Gate_Global_CapHitRatio
Fit,side_cap,1.0,0.25,,0.24284179508686066,0.023154674097895622,0.08616618812084198,0.25,0.8724944320712695,0.2422330677509308,0.03136163949966431,0.0016406875802204013,0.25,0.8986636971046771,0.5149251222610474,0.037529949098825455,0.49999988079071045,0.7483593225479126,
Validation,side_cap,1.0,0.25,,0.2427605241537094,0.024368347600102425,0.0897611603140831,0.25,0.8566666666666667,0.2453256994485855,0.022006211802363396,0.07594611495733261,0.25,0.93,0.5119137763977051,0.031786952167749405,0.49999988079071045,0.6740537881851196,
TemporalTest,side_cap,1.0,0.25,,0.24406860768795013,0.01994817517697811,0.12303667515516281,0.25,0.8852140077821011,0.2377961128950119,0.03501871973276138,0.06069374457001686,0.25,0.8463035019455253,0.5181352496147156,0.03846385329961777,0.4999999403953552,0.6893062591552734,
