Scenario,Intervals,Events,AUC,PR_AUC,Brier,Recall,Specificity
All_Windows,514,41,0.8346310524416027,0.2776646847299865,0.06622281466632259,0.4878048780487805,0.86892177589852
Exclude_1M_3M,446,24,0.8583135860979463,0.31539078478684446,0.044524920298164086,0.375,0.9170616113744076
Exclude_12Mplus,249,35,0.7216288384512685,0.29938528388228336,0.11393543290852091,0.5428571428571428,0.719626168224299
Only_3Mplus,446,24,0.8583135860979463,0.31539078478684446,0.044524920298164086,0.375,0.9170616113744076
