Scenario,Intervals,Events,AUC,PR_AUC,Brier,Recall,Specificity
All_Windows,514,41,0.8487082968081268,0.3512269429351875,0.06326262118890129,0.7073170731707317,0.8033826638477801
Exclude_1M_3M,446,24,0.8585110584518167,0.39202806372325893,0.0436863363369829,0.5416666666666666,0.8862559241706162
Exclude_12Mplus,249,35,0.7607476635514019,0.37200137772451963,0.10882254376316233,0.8,0.5887850467289719
Only_3Mplus,446,24,0.8585110584518167,0.39202806372325893,0.0436863363369829,0.5416666666666666,0.8862559241706162
