epoch,train_loss,fit_threshold,val_auc,val_prauc,val_f1,val_landmark_auc,val_next_hyper_auc
1,2.0253564437230427,0.4099999999999998,0.8064668026997333,0.2871786719665345,0.2912621359223301,0.9282055451662736,0.7014597394443572
2,1.642242161432902,0.3099999999999999,0.7964212839428662,0.25602083609751297,0.30303030303030304,0.9585332140824457,0.8006592371684195
3,1.4098360220591226,0.2499999999999999,0.782922618113326,0.1957262645480644,0.2619047619047619,0.9635742743312465,0.8150996703814157
4,1.2259938677151998,0.15999999999999995,0.7892010673363679,0.1922339105856918,0.27522935779816515,0.9656069599154402,0.8249882279077069
5,1.1377728223800658,0.16499999999999992,0.7990896248626589,0.20270551973757042,0.3,0.9688592568501504,0.8267148014440433
6,1.1352367758750916,0.14999999999999997,0.8096060273112541,0.23004331539676495,0.2823529411764706,0.9717863240913895,0.822162925757338
7,1.0023365199565888,0.14999999999999997,0.8216920420656098,0.25138458035925093,0.2926829268292683,0.972599398325067,0.828755297441532
8,1.0007770220438639,0.14499999999999996,0.8248312666771307,0.2543986468331383,0.3132530120481928,0.9743881616391576,0.8307957934390205
9,1.0464897513389588,0.16499999999999992,0.8259299952911631,0.28086202736557997,0.3188405797101449,0.9765021546467193,0.8298540260555642
10,1.0516692042350768,0.15499999999999997,0.8301679485167164,0.27943108767744307,0.3611111111111111,0.9756890804130417,0.8248312666771308
11,0.9544269601504008,0.14999999999999997,0.8329932506670853,0.2656710274490609,0.3611111111111111,0.9765021546467193,0.8176110500706326
12,0.9024847686290741,0.14999999999999997,0.8333071731282373,0.31363739402159546,0.3333333333333333,0.9761769249532483,0.8212211583738817
13,0.9565125465393066,0.14999999999999997,0.8311097159001726,0.31536287775064503,0.2898550724637681,0.9765021546467193,0.8212211583738817
14,0.9646425763765971,0.11499999999999998,0.8279704912886517,0.3176276742337152,0.3018867924528302,0.9774778437271323,0.8202793909904253
15,0.9190247297286988,0.11999999999999997,0.8240464605242505,0.31044032616080897,0.31683168316831684,0.9742255467924221,0.8205933134515775
16,0.9113868474960327,0.12499999999999996,0.8262439177523152,0.30811391315984443,0.30927835051546393,0.9746320839092609,0.8204363522210014
17,0.9411123156547546,0.12499999999999996,0.8251451891382828,0.30451996107975576,0.30303030303030304,0.9763395397999838,0.8179249725317846
18,0.8947222471237183,0.12999999999999995,0.8229477319102181,0.3006422715010833,0.29473684210526313,0.9764208472233515,0.8281274525192277
19,0.8668183167775472,0.13499999999999995,0.8169832051483283,0.2994042572035282,0.27906976744186046,0.9765021546467193,0.825773034060587
20,0.8977212150891621,0.11499999999999998,0.8130591743839273,0.29581078195071203,0.26,0.975933002683145,0.8224768482184901
21,0.8615687131881714,0.13499999999999995,0.832679328205933,0.34392213743085376,0.3076923076923077,0.9752012358728351,0.8245173442159787
22,0.8390608906745911,0.14499999999999996,0.8114895620781667,0.2961674594175988,0.273972602739726,0.9720302463614928,0.8074085700831894
23,0.8315733691056569,0.11499999999999998,0.8144718254591116,0.30095721159163846,0.2653061224489796,0.9771526140336613,0.8056819965468529
24,0.861060353120168,0.12499999999999996,0.8130591743839272,0.2999937235102719,0.2608695652173913,0.9774778437271323,0.8083503374666458
25,0.8065694729487102,0.15499999999999997,0.8318945220530529,0.32317234538598305,0.37333333333333335,0.9769086917635581,0.8183958562235127
26,0.7903347849845886,0.17999999999999994,0.8337780568199655,0.33036052167693675,0.3508771929824561,0.9764208472233515,0.8242034217548265
27,0.7956559618314107,0.13999999999999996,0.8334641343588134,0.32790004370351733,0.33766233766233766,0.9737377022522157,0.8172971276094805
28,0.7911441991726558,0.18499999999999994,0.8373881651232146,0.32649398209827163,0.35294117647058826,0.9752825432962029,0.8212211583738817
29,0.8053754607836405,0.14499999999999996,0.8403704285041593,0.32975068999463525,0.38095238095238093,0.9717863240913895,0.8220059645267619
30,0.8075779875119528,0.17999999999999994,0.8329932506670852,0.314843566028764,0.35714285714285715,0.9749573136027319,0.8132161356145032
31,0.8833654840787252,0.13999999999999996,0.8333071731282373,0.33484912529326477,0.3516483516483517,0.9743068542157899,0.8185528174540888
32,0.8265864690144856,0.17499999999999993,0.822162925757338,0.301249510288228,0.35294117647058826,0.9717863240913895,0.8133730968450793
33,0.7812344471613566,0.15999999999999995,0.8154135928425679,0.3035890127344148,0.3548387096774194,0.9758516952597771,0.8081933762360696
