Best_Backbone_Run,Best_Backbone_Source,Best_Gate_Mode,Best_Gate_Temperature,Best_Gate_Side_Cap,Best_Gate_Global_Floor,Best_Experiment,Best_ModelFamily,Best_PackName,Best_Features,Best_Val_PR_AUC,Best_Test_PR_AUC,Best_Val_AUC,Best_Test_AUC,Best_Val_F1,Best_Test_F1,Best_Threshold,CurrentBaseline_Val_PR_AUC,CurrentBaseline_Test_PR_AUC,Backbone_Checkpoint
global_floor_040,retrained,global_floor,1.0,,0.4,teacher_landmark_gate_raw__lr,lr,teacher_landmark_gate_raw,4,0.37213450836726075,0.349,0.868623450007848,0.7941009642654566,0.5185185185185185,0.3146067415730337,0.1999999999999999,0.344562,0.279256,results/relapse_teacher_frozen_fuse/backbones/Pretrained_Backbone_global_floor_040.pkl
