Variant,Restart,Seed,OOF_PR_AUC,OOF_AUC,Test_AUC,Test_PR_AUC,Test_Brier,Cal_Intercept,Cal_Slope,Threshold
c2_anchor_slope_ranked_tight,2,2028,0.20665551465643367,0.7988134973884046,0.8475223018614964,0.3251024586791807,0.07159487587100113,-0.8481620762652303,0.8960050340496176,0.18999999999999997
c2_interval_slope_ranked,3,2029,0.23985782730013075,0.804997804478863,0.8427783220749756,0.2960157595665357,0.09509037304576724,-1.4227711512070396,1.1477030020236367,0.31999999999999995
