Variant,Family,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope,Threshold,Epochs,Aux_Target,Calibration_Mode,Round,StopRule_Hits
c2_anchor_slope_ranked_tight,c2,0.846594131903264,0.32801800429071504,0.07018152806313596,0.7317073170731707,0.7801268498942917,-0.7829527544643186,0.9183488678453414,0.17999999999999997,41,full,none,Round3,2
c2_anchor_early_late_slope,c2,0.844170577012324,0.318855033034034,0.07572990180861276,0.7804878048780488,0.7420718816067653,-1.0261251668463336,0.8505243547379727,0.16999999999999996,35,early_late,none,Round3,2
c2_anchor_slope_ranked,c2,0.8414376321353065,0.3090750657967959,0.0744516374393796,0.7073170731707317,0.7970401691331924,-0.9898418716004675,0.8114947510646717,0.20999999999999996,50,full,none,Round3,2
c2_anchor_slope_ranked_globalcal,c2,0.8395812922188418,0.31359274432789497,0.06427392720350021,0.7317073170731707,0.7610993657505285,0.8427345243718981,1.4595857647344992,0.10999999999999999,30,full,global,Round3,1
