Variant,Family,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope,Threshold,Epochs,Aux_Target,Calibration_Mode,Round,StopRule_Hits
c2_anchor_slope_mid,c2,0.8435002320424896,0.32474600596449044,0.07151276220401957,0.6341463414634146,0.813953488372093,-0.8315690060320313,0.8920073533062838,0.20999999999999996,47,full,none,Round4,2
c2_anchor_slope_rankmore,c2,0.8425204970865777,0.3177436244620669,0.07076833777486442,0.7317073170731707,0.7758985200845666,-0.7936644928596646,0.8777364625514161,0.16999999999999996,30,full,none,Round4,2
c2_anchor_slope_mid_globalcal,c2,0.8446346619914401,0.31297892721742854,0.06460004165473412,0.7317073170731707,0.7885835095137421,0.809031421362598,1.4191986890265245,0.10999999999999999,92,full,global,Round4,2
c2_anchor_slope_midplus,c2,0.8415407621306656,0.309783465167706,0.0752264042778287,0.7317073170731707,0.7885835095137421,-0.9983758220084374,0.8431915129148202,0.20999999999999996,30,full,none,Round4,2
