Metric,Delta,CI_Low,CI_High,OneSided_p,Compare_To,Variant
PR_AUC,-0.06572688624192567,-0.1740706059826366,0.03188461935034262,0.8935532233883059,Direct,c2_interval_slope_windowcal
AUC,-0.01377681427315976,-0.052581173462110345,0.0233050551598939,0.7551224387806097,Direct,c2_interval_slope_windowcal
