Aggregation,Threshold,AUC,PR_AUC,Brier,Recall,Specificity,Calibration_Intercept,Calibration_Slope
Product_AnyRisk,0.11000000000000001,0.6858626919602528,0.403676120641888,0.16118542295292446,0.9444444444444444,0.34959349593495936,-0.053554200488375885,0.8592692153957519
Max_Interval_Risk,0.13,0.7317073170731707,0.4397850414198538,0.16332787175340227,0.8888888888888888,0.5040650406504065,1.0333639457239305,1.2767189542746342
Mean_Interval_Risk,0.08000000000000002,0.8188798554652212,0.5566055878439916,0.17647323866919326,0.6388888888888888,0.7804878048780488,2.997253839679713,1.6990013274309226
