Task,Domain,Domain_Label,Model,Metric_Key,Metric,Value,Threshold,N,Events
Direct Anchor,Train_Fit,Train Fit,Logistic Reg.,prauc,PR-AUC,0.30226529891230547,0.14999999999999997,2096,169
Direct Anchor,Train_Fit,Train Fit,Logistic Reg.,auc,AUC,0.8416798960889017,0.14999999999999997,2096,169
Direct Anchor,Train_Fit,Train Fit,Logistic Reg.,recall,Sensitivity,0.6153846153846154,0.14999999999999997,2096,169
Direct Anchor,Train_Fit,Train Fit,Logistic Reg.,specificity,Specificity,0.8412039439543332,0.14999999999999997,2096,169
Direct Anchor,Train_Fit,Train Fit,Logistic Reg.,f1,F1,0.3592400690846287,0.14999999999999997,2096,169
Direct Anchor,Validation_OOF,Validation OOF,Logistic Reg.,prauc,PR-AUC,0.2310583784903382,0.14999999999999997,2096,169
Direct Anchor,Validation_OOF,Validation OOF,Logistic Reg.,auc,AUC,0.8130245069289419,0.14999999999999997,2096,169
Direct Anchor,Validation_OOF,Validation OOF,Logistic Reg.,recall,Sensitivity,0.5798816568047337,0.14999999999999997,2096,169
Direct Anchor,Validation_OOF,Validation OOF,Logistic Reg.,specificity,Specificity,0.843798650752465,0.14999999999999997,2096,169
Direct Anchor,Validation_OOF,Validation OOF,Logistic Reg.,f1,F1,0.34507042253521125,0.14999999999999997,2096,169
Direct Anchor,Test_Temporal,Temporal Test,Logistic Reg.,prauc,PR-AUC,0.33050692574763696,0.14999999999999997,514,41
Direct Anchor,Test_Temporal,Temporal Test,Logistic Reg.,auc,AUC,0.8415407621306656,0.14999999999999997,514,41
Direct Anchor,Test_Temporal,Temporal Test,Logistic Reg.,recall,Sensitivity,0.5609756097560976,0.14999999999999997,514,41
Direct Anchor,Test_Temporal,Temporal Test,Logistic Reg.,specificity,Specificity,0.8414376321353065,0.14999999999999997,514,41
Direct Anchor,Test_Temporal,Temporal Test,Logistic Reg.,f1,F1,0.33093525179856115,0.14999999999999997,514,41
Joint Two-Head,Train_Fit,Train Fit,c2_interval_slope_windowcal,prauc,PR-AUC,0.27531891377890194,0.10999999999999999,2096,169
Joint Two-Head,Train_Fit,Train Fit,c2_interval_slope_windowcal,auc,AUC,0.8319029180471837,0.10999999999999999,2096,169
Joint Two-Head,Train_Fit,Train Fit,c2_interval_slope_windowcal,recall,Sensitivity,0.6923076923076923,0.10999999999999999,2096,169
Joint Two-Head,Train_Fit,Train Fit,c2_interval_slope_windowcal,specificity,Specificity,0.8069538142189933,0.10999999999999999,2096,169
Joint Two-Head,Train_Fit,Train Fit,c2_interval_slope_windowcal,f1,F1,0.3556231003039514,0.10999999999999999,2096,169
Joint Two-Head,Validation_OOF,Validation OOF,c2_interval_slope_windowcal,prauc,PR-AUC,0.22827940337145483,0.10999999999999999,2096,169
Joint Two-Head,Validation_OOF,Validation OOF,c2_interval_slope_windowcal,auc,AUC,0.7818941666692255,0.10999999999999999,2096,169
Joint Two-Head,Validation_OOF,Validation OOF,c2_interval_slope_windowcal,recall,Sensitivity,0.7041420118343196,0.10999999999999999,2096,169
Joint Two-Head,Validation_OOF,Validation OOF,c2_interval_slope_windowcal,specificity,Specificity,0.7581733264141152,0.10999999999999999,2096,169
Joint Two-Head,Validation_OOF,Validation OOF,c2_interval_slope_windowcal,f1,F1,0.3156498673740053,0.10999999999999999,2096,169
Joint Two-Head,Test_Temporal,Temporal Test,c2_interval_slope_windowcal,prauc,PR-AUC,0.2602345237155223,0.10999999999999999,514,41
Joint Two-Head,Test_Temporal,Temporal Test,c2_interval_slope_windowcal,auc,AUC,0.8277729077502192,0.10999999999999999,514,41
Joint Two-Head,Test_Temporal,Temporal Test,c2_interval_slope_windowcal,recall,Sensitivity,0.7804878048780488,0.10999999999999999,514,41
Joint Two-Head,Test_Temporal,Temporal Test,c2_interval_slope_windowcal,specificity,Specificity,0.7864693446088795,0.10999999999999999,514,41
Joint Two-Head,Test_Temporal,Temporal Test,c2_interval_slope_windowcal,f1,F1,0.367816091954023,0.10999999999999999,514,41
