Scenario,Intervals,Events,AUC,PR_AUC,Brier,Recall,Specificity
All_Windows,514,41,0.8378280822977363,0.30789111826086096,0.06389836471604501,0.8048780487804879,0.7293868921775899
Exclude_1M_3M,446,24,0.8360979462875198,0.30609591106671835,0.044936685677775826,0.6666666666666666,0.8009478672985783
Exclude_12Mplus,249,35,0.7504672897196262,0.33364405324500557,0.109570029350955,0.8857142857142857,0.45794392523364486
Only_3Mplus,446,24,0.8360979462875198,0.30609591106671835,0.044936685677775826,0.6666666666666666,0.8009478672985783
