Group,Best_Model,AUC,PR_AUC,C_Index,Brier,Calibration_Intercept,Calibration_Slope,Threshold
direct_anchor_ref,Logistic Reg.,0.8415407621306656,0.33050692574763696,0.7240340304856434,0.06445334818835406,-0.12023435104410654,1.0277517463793864,0.14999999999999997
current_champion_ref,Elastic LR,0.8499458567524365,0.3485504437872648,0.7589507266926622,0.06309024924825694,0.741536144654775,1.465637334046188,0.14999999999999997
champion_sidecar_calibrated,Elastic LR,0.8473676068684577,0.3492956257296246,0.7552286423254165,0.06331058755212433,0.8193598382773672,1.5021428921242375,0.14999999999999997
direct_windowed_core,Elastic LR,0.8518537616665807,0.346039789310443,0.7633817795108118,0.062799125200173,0.6536397481082444,1.429817348336934,0.13999999999999999
direct_windowed_core_plus_champion_calibrated,Elastic LR,0.8487082968081268,0.3512269429351875,0.7557603686635944,0.06326262118890129,0.8491605363610993,1.518463151585629,0.13999999999999999
stage1_nonhyper_scope_plus_champion_calibrated,Elastic LR,0.8442737070076831,0.3325414529927026,0.7451258419000355,0.06335129487785504,0.7129426140802168,1.4632628991331256,0.15999999999999998
monotonic_tree_direct_plus_champion_calibrated,Elastic LR,0.8470582168823803,0.27047290402278734,0.7711804324707551,0.06433220533010531,0.9579673683113706,1.6416059016572115,0.14999999999999997
direct_windowed_core_plus_champion_calibrated_plus_rule_sidecar,Elastic LR,0.8394265972258032,0.26193121837958794,0.7632045373980858,0.06551181766173658,-0.00014268099154020493,1.0537654684994673,0.16999999999999996
