Subtype,Count,Ratio,Fail_Rate(Y=1),Normal_Rate(Y=2),Cure_Rate(Y=3),Success_Rate(Y!=1),Success_95CI_L,Success_95CI_U,Base_Sex_Mean,Base_Age_Mean,Base_Height_Mean,Base_Weight_Mean,Base_BMI_Mean,Base_Exophthalmos_Mean,Base_ThyroidW_Mean,Base_RAI3d_Mean,Base_TreatCount_Mean,Base_TGAb_Mean,Base_TPOAb_Mean,Base_TRAb_Mean,Base_Uptake24h_Mean,Base_MaxUptake_Mean,Base_HalfLife_Mean,Base_Dose_Mean
0,250,0.35714285714285715,0.348,0.116,0.536,0.652,0.5929527757265425,0.7110472242734576,1.736,46.724,1.64324,62.244,22.97583614413769,1.128,27.94604,2.5843999999999996,1.096,290.11368,418.27936,12.776440000000001,1.0975655999999998,0.730712,5.3064,5.58
1,49,0.07,0.7346938775510204,0.08163265306122448,0.1836734693877551,0.2653061224489796,0.14168722157592856,0.38892502332203066,1.8571428571428572,38.775510204081634,1.639591836734694,61.295918367346935,22.72200238703823,1.1428571428571428,57.64959183673469,4.667346938775509,1.0408163265306123,331.49,395.54081632653066,25.312448979591835,0.6903877551020409,0.7564081632653061,5.26326530612245,10.551020408163266
2,176,0.25142857142857145,0.32386363636363635,0.1590909090909091,0.5170454545454546,0.6761363636363636,0.6070013618872624,0.7452713653854649,1.8465909090909092,41.30681818181818,1.6375000000000002,59.99715909090909,22.3348005278859,1.1079545454545454,37.138352272727275,3.327840909090909,1.0454545454545454,266.0765340909091,497.91039772727277,21.74028409090909,1.5630988636363634,0.7696988636363635,5.363920454545454,6.761363636363637
3,45,0.06428571428571428,0.7111111111111111,0.1111111111111111,0.17777777777777778,0.28888888888888886,0.15645962469959637,0.4213181530781813,1.8,40.62222222222222,1.6437777777777778,62.22222222222222,22.894132731912574,1.2222222222222223,52.25466666666666,4.3822222222222225,1.1111111111111112,305.8553333333333,431.2815555555556,19.431555555555555,0.6604666666666669,0.7524444444444445,5.5311111111111115,9.022222222222222
4,180,0.2571428571428571,0.07222222222222222,0.5666666666666667,0.3611111111111111,0.9277777777777778,0.8899616353118761,0.9655939202436795,1.7166666666666666,42.68888888888889,1.658888888888889,62.65,22.657894975658692,1.1111111111111112,26.773722222222215,2.6894444444444443,1.1277777777777778,367.3038888888889,609.7026111111111,18.604388888888888,1.1035338888888888,0.7490777777777778,5.359999999999999,5.677222222222222
